,published_year,type,num_objects,num_dois,num_non_dois,objects_has_abstract,objects_has_affiliations,objects_has_affiliations_countrycode,objects_has_affiliations_grid,objects_has_affiliations_ror,objects_has_affiliations_sourceid,objects_has_affiliations_string,objects_has_authors,objects_has_authors_orcid,objects_has_authors_sequence,objects_has_authors_sourceid,objects_has_authors_string,objects_has_citations,objects_has_fields,objects_has_fields_mag,objects_has_references,objects_has_venue,objects_has_venue_issn,objects_has_venue_issnl,objects_has_venue_sourceid,objects_has_venue_string,dois_has_abstract,dois_has_affiliations,dois_has_affiliations_countrycode,dois_has_affiliations_grid,dois_has_affiliations_ror,dois_has_affiliations_sourceid,dois_has_affiliations_string,dois_has_authors,dois_has_authors_orcid,dois_has_authors_sequence,dois_has_authors_sourceid,dois_has_authors_string,dois_has_citations,dois_has_fields,dois_has_fields_mag,dois_has_references,dois_has_venue,dois_has_venue_issn,dois_has_venue_issnl,dois_has_venue_sourceid,dois_has_venue_string,non_dois_has_abstract,non_dois_has_affiliations,non_dois_has_affiliations_countrycode,non_dois_has_affiliations_grid,non_dois_has_affiliations_ror,non_dois_has_affiliations_sourceid,non_dois_has_affiliations_string,non_dois_has_authors,non_dois_has_authors_orcid,non_dois_has_authors_sequence,non_dois_has_authors_sourceid,non_dois_has_authors_string,non_dois_has_citations,non_dois_has_fields,non_dois_has_fields_mag,non_dois_has_references,non_dois_has_venue,non_dois_has_venue_issn,non_dois_has_venue_issnl,non_dois_has_venue_sourceid,non_dois_has_venue_string
1157,1871.0,Book,1347,260,1087,40,0,0,0,0,0,0,0,0,0,0,0,421,670,670,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,89,163,163,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,332,507,507,0,0,0,0,0,0
1158,1871.0,BookChapter,126,119,7,2,0,0,0,0,0,0,0,0,0,0,0,4,65,65,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,60,60,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0
1159,1871.0,Conference,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1160,1871.0,Journal,5833,5432,401,519,199,194,172,172,199,199,199,0,199,199,199,1655,4306,4306,84,5833,5131,5416,5833,5833,511,167,162,140,140,167,167,167,0,167,167,167,1604,3963,3963,84,5432,5010,5041,5432,5432,8,32,32,32,32,32,32,32,0,32,32,32,51,343,343,0,401,121,375,401,401
1161,1871.0,Repository,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,2,4,4,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,4,4,0,3,0,0,3,3
1162,1871.0,Thesis,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
1163,1870.0,,4685,735,3950,525,51,51,49,49,51,51,51,0,51,51,51,445,2436,2436,7,0,0,0,0,0,41,13,13,13,13,13,13,13,0,13,13,13,174,417,417,7,0,0,0,0,0,484,38,38,36,36,38,38,38,0,38,38,38,271,2019,2019,0,0,0,0,0,0
1164,1870.0,Book,1534,287,1247,35,1,1,1,1,1,1,1,0,1,1,1,448,737,737,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,98,145,145,0,0,0,0,0,0,32,1,1,1,1,1,1,1,0,1,1,1,350,592,592,0,0,0,0,0,0
1165,1870.0,BookChapter,165,160,5,0,0,0,0,0,0,0,0,0,0,0,0,6,57,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0
1166,1870.0,Conference,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1167,1870.0,Dataset,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1168,1870.0,Journal,6560,6194,366,582,295,287,245,245,295,295,295,18,295,295,295,1790,4571,4571,82,6560,5910,6152,6560,6560,577,262,255,216,216,262,262,262,18,262,262,262,1727,4254,4254,82,6194,5810,5812,6194,6194,5,33,32,29,29,33,33,33,0,33,33,33,63,317,317,0,366,100,340,366,366
1169,1870.0,Repository,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,0,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,0,6,0,0,6,6
1170,1870.0,Thesis,9,3,6,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0
1171,1869.0,,3973,1081,2892,514,66,66,64,64,66,66,66,0,66,66,66,479,1848,1848,18,0,0,0,0,0,259,12,12,12,12,12,12,12,0,12,12,12,222,584,584,18,0,0,0,0,0,255,54,54,52,52,54,54,54,0,54,54,54,257,1264,1264,0,0,0,0,0,0
1172,1869.0,Book,1394,292,1102,39,0,0,0,0,0,0,0,0,0,0,0,448,682,682,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,111,171,171,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,337,511,511,0,0,0,0,0,0
1173,1869.0,BookChapter,210,207,3,1,0,0,0,0,0,0,0,0,0,0,0,6,96,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,94,94,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1174,1869.0,Conference,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1175,1869.0,Journal,5464,4965,499,267,190,180,165,165,190,190,190,2,190,190,190,1461,3872,3872,65,5464,4664,4908,5464,5464,256,156,146,133,133,156,156,156,2,156,156,156,1388,3497,3497,65,4965,4485,4485,4965,4965,11,34,34,32,32,34,34,34,0,34,34,34,73,375,375,0,499,179,423,499,499
1176,1869.0,Repository,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1,0,0,1,1
1177,1869.0,Thesis,12,1,11,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0
1178,1868.0,,3347,696,2651,415,51,51,50,50,51,51,51,0,51,51,51,400,1627,1627,17,0,0,0,0,0,86,1,1,1,1,1,1,1,0,1,1,1,166,378,378,17,0,0,0,0,0,329,50,50,49,49,50,50,50,0,50,50,50,234,1249,1249,0,0,0,0,0,0
1179,1868.0,Book,1349,269,1080,28,1,1,1,1,1,1,1,0,1,1,1,433,663,663,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,100,159,159,0,0,0,0,0,0,26,1,1,1,1,1,1,1,0,1,1,1,333,504,504,0,0,0,0,0,0
1180,1868.0,BookChapter,70,69,1,0,0,0,0,0,0,0,0,0,0,0,0,3,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1181,1868.0,Conference,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
1182,1868.0,Journal,5827,5402,425,209,179,170,159,159,179,179,179,2,179,179,179,1296,3752,3752,62,5827,5230,5417,5827,5827,204,135,126,117,117,135,135,135,0,135,135,135,1211,3389,3389,62,5402,5009,5010,5402,5402,5,44,44,42,42,44,44,44,2,44,44,44,85,363,363,0,425,221,407,425,425
1183,1868.0,Repository,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,3,0,0,3,3
1184,1868.0,Thesis,16,1,15,1,0,0,0,0,0,0,0,0,0,0,0,2,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,9,9,0,0,0,0,0,0
1185,1867.0,,3592,707,2885,388,55,55,53,53,55,55,55,0,55,55,55,414,1742,1742,13,0,0,0,0,0,97,8,8,8,8,8,8,8,0,8,8,8,162,382,382,13,0,0,0,0,0,291,47,47,45,45,47,47,47,0,47,47,47,252,1360,1360,0,0,0,0,0,0
1186,1867.0,Book,1285,258,1027,31,1,1,1,1,1,1,1,0,1,1,1,398,636,636,1,0,0,0,0,0,3,1,1,1,1,1,1,1,0,1,1,1,90,140,140,1,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,308,496,496,0,0,0,0,0,0
1187,1867.0,BookChapter,175,172,3,2,0,0,0,0,0,0,0,0,0,0,0,7,65,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,62,62,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0
1188,1867.0,Conference,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1189,1867.0,Journal,5284,4939,345,205,185,182,158,158,186,185,186,0,186,186,186,1173,3325,3325,52,5284,4637,4844,5284,5284,198,143,140,118,118,144,143,144,0,144,144,144,1121,3033,3033,52,4939,4517,4517,4939,4939,7,42,42,40,40,42,42,42,0,42,42,42,52,292,292,0,345,120,327,345,345
1190,1867.0,Repository,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,2,0,0,2,2
1191,1867.0,Thesis,7,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0
1192,1866.0,,3804,787,3017,456,50,49,47,47,50,50,50,0,50,50,50,405,1872,1872,12,0,0,0,0,0,97,11,10,9,9,11,11,11,0,11,11,11,155,479,479,12,0,0,0,0,0,359,39,39,38,38,39,39,39,0,39,39,39,250,1393,1393,0,0,0,0,0,0
1193,1866.0,Book,1208,253,955,30,1,1,1,1,1,1,1,0,1,1,1,402,612,612,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,87,161,161,0,0,0,0,0,0,26,1,1,1,1,1,1,1,0,1,1,1,315,451,451,0,0,0,0,0,0
1194,1866.0,BookChapter,143,136,7,3,0,0,0,0,0,0,0,0,0,0,0,2,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,47,47,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0
1195,1866.0,Conference,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,1866.0,Dataset,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1197,1866.0,Journal,5188,4764,424,185,181,176,160,158,181,181,181,0,181,181,181,1113,3308,3308,54,5188,4477,4730,5188,5188,182,146,142,127,127,146,146,146,0,146,146,146,1069,2968,2968,54,4764,4331,4335,4764,4764,3,35,34,33,31,35,35,35,0,35,35,35,44,340,340,0,424,146,395,424,424
1198,1866.0,Repository,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,0,2,0,0,2,2
1199,1866.0,Thesis,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,0,0,0,0,0,0
1200,1865.0,,4193,674,3519,793,47,47,46,46,47,47,47,0,47,47,47,376,2350,2350,12,0,0,0,0,0,113,2,2,2,2,2,2,2,0,2,2,2,134,341,341,12,0,0,0,0,0,680,45,45,44,44,45,45,45,0,45,45,45,242,2009,2009,0,0,0,0,0,0
1201,1865.0,Book,1141,232,909,35,2,2,2,2,2,2,2,0,2,2,2,377,552,552,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,85,138,138,0,0,0,0,0,0,35,1,1,1,1,1,1,1,0,1,1,1,292,414,414,0,0,0,0,0,0
1202,1865.0,BookChapter,214,210,4,1,0,0,0,0,0,0,0,0,0,0,0,7,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,125,125,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0
1203,1865.0,Conference,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1204,1865.0,Dataset,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1205,1865.0,Journal,4163,3852,311,180,148,143,132,132,148,148,148,0,148,148,148,988,2776,2776,53,4163,3605,3725,4163,4163,176,127,124,113,113,127,127,127,0,127,127,127,936,2516,2516,53,3852,3447,3448,3852,3852,4,21,19,19,19,21,21,21,0,21,21,21,52,260,260,0,311,158,277,311,311
1206,1865.0,Repository,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,3,0,0,3,3
1207,1865.0,Thesis,26,3,23,0,0,0,0,0,0,0,0,0,0,0,0,3,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,13,0,0,0,0,0,0
1208,1864.0,,4350,602,3748,720,63,62,60,60,63,63,63,0,63,63,63,388,2428,2428,5,0,0,0,0,0,49,5,4,3,3,5,5,5,0,5,5,5,118,336,336,5,0,0,0,0,0,671,58,58,57,57,58,58,58,0,58,58,58,270,2092,2092,0,0,0,0,0,0
1209,1864.0,Book,1102,225,877,26,1,1,1,1,1,1,1,0,1,1,1,366,504,504,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,97,119,119,0,0,0,0,0,0,22,1,1,1,1,1,1,1,0,1,1,1,269,385,385,0,0,0,0,0,0
1210,1864.0,BookChapter,113,113,0,1,0,0,0,0,0,0,0,0,0,0,0,3,34,34,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1211,1864.0,Conference,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1212,1864.0,Journal,4583,4253,330,143,117,113,101,101,117,117,117,1,117,117,117,908,2791,2791,43,4583,4034,4150,4583,4583,140,98,94,84,84,98,98,98,1,98,98,98,884,2548,2548,43,4253,3857,3860,4253,4253,3,19,19,17,17,19,19,19,0,19,19,19,24,243,243,0,330,177,290,330,330
1213,1864.0,Thesis,41,1,40,0,0,0,0,0,0,0,0,0,0,0,0,1,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,27,0,0,0,0,0,0
1214,1863.0,,5190,918,4272,630,64,64,63,63,64,64,64,0,64,64,64,342,2606,2606,4,0,0,0,0,0,83,4,4,4,4,4,4,4,0,4,4,4,138,490,490,4,0,0,0,0,0,547,60,60,59,59,60,60,60,0,60,60,60,204,2116,2116,0,0,0,0,0,0
1215,1863.0,Book,991,204,787,29,1,1,1,1,1,1,1,0,1,1,1,337,470,470,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,88,115,115,0,0,0,0,0,0,25,1,1,1,1,1,1,1,0,1,1,1,249,355,355,0,0,0,0,0,0
1216,1863.0,BookChapter,93,92,1,1,0,0,0,0,0,0,0,0,0,0,0,1,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1217,1863.0,Dataset,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1218,1863.0,Journal,3867,3611,256,132,122,119,106,106,122,122,122,1,122,122,122,965,2724,2724,39,3867,3318,3427,3867,3867,128,111,109,96,96,111,111,111,0,111,111,111,940,2532,2532,39,3611,3212,3213,3611,3611,4,11,10,10,10,11,11,11,1,11,11,11,25,192,192,0,256,106,214,256,256
1219,1863.0,Thesis,42,5,37,0,0,0,0,0,0,0,0,0,0,0,0,2,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,28,28,0,0,0,0,0,0
1220,1862.0,,4845,779,4066,614,70,71,69,69,71,70,71,0,71,71,71,424,2751,2751,2,0,0,0,0,0,101,9,10,9,9,10,9,10,0,10,10,10,166,510,510,2,0,0,0,0,0,513,61,61,60,60,61,61,61,0,61,61,61,258,2241,2241,0,0,0,0,0,0
1221,1862.0,Book,1112,257,855,31,1,1,0,0,1,1,1,0,1,1,1,365,517,517,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,91,135,135,0,0,0,0,0,0,30,1,1,0,0,1,1,1,0,1,1,1,274,382,382,0,0,0,0,0,0
1222,1862.0,BookChapter,81,80,1,0,0,0,0,0,0,0,0,0,0,0,0,5,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1223,1862.0,Conference,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1224,1862.0,Journal,3786,3521,265,140,114,112,99,99,114,114,114,0,114,114,114,932,2659,2659,33,3786,3206,3359,3786,3786,131,100,98,86,86,100,100,100,0,100,100,100,909,2470,2470,33,3521,3108,3110,3521,3521,9,14,14,13,13,14,14,14,0,14,14,14,23,189,189,0,265,98,249,265,265
1225,1862.0,Repository,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,2,0,0,2,2
1226,1862.0,Thesis,64,3,61,0,0,0,0,0,0,0,0,0,0,0,0,4,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,48,48,0,0,0,0,0,0
1227,1861.0,,4250,766,3484,543,50,50,50,50,50,50,50,0,50,50,50,378,2467,2467,4,0,0,0,0,0,88,7,7,7,7,7,7,7,0,7,7,7,135,380,380,4,0,0,0,0,0,455,43,43,43,43,43,43,43,0,43,43,43,243,2087,2087,0,0,0,0,0,0
1228,1861.0,Book,1068,248,820,25,0,0,0,0,0,0,0,0,0,0,0,359,502,502,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,89,129,129,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,270,373,373,0,0,0,0,0,0
1229,1861.0,BookChapter,217,217,0,0,0,0,0,0,0,0,0,0,0,0,0,6,114,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,114,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1230,1861.0,Conference,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1231,1861.0,Journal,3520,3306,214,111,91,88,76,76,91,91,91,0,91,91,91,868,2542,2542,32,3520,2951,3062,3520,3520,109,71,70,58,58,71,71,71,0,71,71,71,843,2378,2378,32,3306,2879,2879,3306,3306,2,20,18,18,18,20,20,20,0,20,20,20,25,164,164,0,214,72,183,214,214
1232,1861.0,Thesis,55,3,52,1,0,0,0,0,0,0,0,0,0,0,0,5,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,36,36,0,0,0,0,0,0
1233,1860.0,,4642,719,3923,790,40,40,36,36,40,40,40,0,40,40,40,370,2591,2591,3,0,0,0,0,0,27,1,1,1,1,1,1,1,0,1,1,1,155,369,369,3,0,0,0,0,0,763,39,39,35,35,39,39,39,0,39,39,39,215,2222,2222,0,0,0,0,0,0
1234,1860.0,Book,1121,287,834,27,0,0,0,0,0,0,0,0,0,0,0,407,571,571,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,116,188,188,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,291,383,383,0,0,0,0,0,0
1235,1860.0,BookChapter,132,131,1,1,0,0,0,0,0,0,0,0,0,0,0,4,92,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,92,92,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1236,1860.0,Conference,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1237,1860.0,Journal,4408,4186,222,166,146,144,110,110,146,146,146,1,146,146,146,913,2824,2824,20,4408,3850,3959,4408,4408,164,120,119,85,85,120,120,120,1,120,120,120,887,2675,2675,20,4186,3774,3777,4186,4186,2,26,25,25,25,26,26,26,0,26,26,26,26,149,149,0,222,76,182,222,222
1238,1860.0,Repository,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1239,1860.0,Thesis,51,1,50,0,0,0,0,0,0,0,0,0,0,0,0,5,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,28,28,0,0,0,0,0,0
1240,1859.0,,3899,782,3117,526,72,72,72,72,72,72,72,0,72,72,72,324,2136,2136,3,0,0,0,0,0,167,10,10,10,10,10,10,10,0,10,10,10,123,402,402,3,0,0,0,0,0,359,62,62,62,62,62,62,62,0,62,62,62,201,1734,1734,0,0,0,0,0,0
1241,1859.0,Book,1038,242,796,31,0,0,0,0,0,0,0,0,0,0,0,371,545,545,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,94,151,151,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,277,394,394,0,0,0,0,0,0
1242,1859.0,BookChapter,117,113,4,1,0,0,0,0,0,0,0,0,0,0,0,5,79,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,77,77,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1243,1859.0,Journal,4516,4296,220,131,126,125,106,106,126,126,126,0,126,126,126,821,2732,2732,17,4516,3904,3992,4516,4516,124,108,107,90,90,108,108,108,0,108,108,108,801,2588,2588,17,4296,3822,3823,4296,4296,7,18,18,16,16,18,18,18,0,18,18,18,20,144,144,0,220,82,169,220,220
1244,1859.0,Repository,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1245,1859.0,Thesis,50,2,48,0,0,0,0,0,0,0,0,0,0,0,0,5,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,33,33,0,0,0,0,0,0
