,cr_published_year,cr_type,cr_dois,crossref_dois,crossref_ids,crossref_has_abstract,crossref_has_affiliations,crossref_has_affiliations_id_ror,crossref_has_affiliations_string,crossref_has_authors,crossref_has_authors_id_orcid,crossref_has_authors_sequence,crossref_has_authors_string,crossref_has_citations,crossref_has_fields,crossref_has_funders,crossref_has_funders_id_doi,crossref_has_funders_id_source,crossref_has_funders_string,crossref_has_references,crossref_has_venue,crossref_has_venue_id_issn,crossref_has_venue_string,openaire_dois,openaire_ids,openaire_has_abstract,openaire_has_affiliations,openaire_has_affiliations_id_countrycode,openaire_has_affiliations_id_ror,openaire_has_affiliations_id_source,openaire_has_affiliations_string,openaire_has_authors,openaire_has_authors_id_orcid,openaire_has_authors_sequence,openaire_has_authors_string,openaire_has_citations,openaire_has_fields,openaire_has_funders,openaire_has_funders_id_source,openaire_has_funders_string,openaire_has_references,openaire_has_venue,openaire_has_venue_id_issn,openaire_has_venue_id_issnl,openaire_has_venue_string,count_crossref_openaire_overlap,openaire_has_abstract_in_overlap,openaire_abstract_adds_presence,openaire_abstract_adds_presence_overlap,openaire_has_affiliations_in_overlap,openaire_affiliations_adds_presence,openaire_affiliations_adds_presence_overlap,openaire_has_affiliations_id_countrycode_in_overlap,openaire_affiliations_id_countrycode_adds_presence,openaire_affiliations_id_countrycode_adds_presence_overlap,openaire_has_affiliations_id_ror_in_overlap,openaire_affiliations_id_ror_adds_presence,openaire_affiliations_id_ror_adds_presence_overlap,openaire_has_affiliations_id_source_in_overlap,openaire_affiliations_id_source_adds_presence,openaire_affiliations_id_source_adds_presence_overlap,openaire_has_affiliations_string_in_overlap,openaire_affiliations_string_adds_presence,openaire_affiliations_string_adds_presence_overlap,openaire_has_authors_in_overlap,openaire_authors_adds_presence,openaire_authors_adds_presence_overlap,openaire_has_authors_id_orcid_in_overlap,openaire_authors_id_orcid_adds_presence,openaire_authors_id_orcid_adds_presence_overlap,openaire_has_authors_sequence_in_overlap,openaire_authors_sequence_adds_presence,openaire_authors_sequence_adds_presence_overlap,openaire_has_authors_string_in_overlap,openaire_authors_string_adds_presence,openaire_authors_string_adds_presence_overlap,openaire_has_citations_in_overlap,openaire_citations_adds_presence,openaire_citations_adds_presence_overlap,openaire_has_fields_in_overlap,openaire_fields_adds_presence,openaire_fields_adds_presence_overlap,openaire_has_funders_in_overlap,openaire_funders_adds_presence,openaire_funders_adds_presence_overlap,openaire_has_funders_id_source_in_overlap,openaire_funders_id_source_adds_presence,openaire_funders_id_source_adds_presence_overlap,openaire_has_funders_string_in_overlap,openaire_funders_string_adds_presence,openaire_funders_string_adds_presence_overlap,openaire_has_references_in_overlap,openaire_references_adds_presence,openaire_references_adds_presence_overlap,openaire_has_venue_in_overlap,openaire_venue_adds_presence,openaire_venue_adds_presence_overlap,openaire_has_venue_id_issn_in_overlap,openaire_venue_id_issn_adds_presence,openaire_venue_id_issn_adds_presence_overlap,openaire_has_venue_id_issnl_in_overlap,openaire_venue_id_issnl_adds_presence,openaire_venue_id_issnl_adds_presence_overlap,openaire_has_venue_string_in_overlap,openaire_venue_string_adds_presence,openaire_venue_string_adds_presence_overlap,count_openaire_crossref_overlap,crossref_has_abstract_in_overlap,crossref_abstract_adds_presence,crossref_abstract_adds_presence_overlap,crossref_has_affiliations_in_overlap,crossref_affiliations_adds_presence,crossref_affiliations_adds_presence_overlap,crossref_has_affiliations_id_ror_in_overlap,crossref_affiliations_id_ror_adds_presence,crossref_affiliations_id_ror_adds_presence_overlap,crossref_has_affiliations_string_in_overlap,crossref_affiliations_string_adds_presence,crossref_affiliations_string_adds_presence_overlap,crossref_has_authors_in_overlap,crossref_authors_adds_presence,crossref_authors_adds_presence_overlap,crossref_has_authors_id_orcid_in_overlap,crossref_authors_id_orcid_adds_presence,crossref_authors_id_orcid_adds_presence_overlap,crossref_has_authors_sequence_in_overlap,crossref_authors_sequence_adds_presence,crossref_authors_sequence_adds_presence_overlap,crossref_has_authors_string_in_overlap,crossref_authors_string_adds_presence,crossref_authors_string_adds_presence_overlap,crossref_has_citations_in_overlap,crossref_citations_adds_presence,crossref_citations_adds_presence_overlap,crossref_has_fields_in_overlap,crossref_fields_adds_presence,crossref_fields_adds_presence_overlap,crossref_has_funders_in_overlap,crossref_funders_adds_presence,crossref_funders_adds_presence_overlap,crossref_has_funders_id_doi_in_overlap,crossref_funders_id_doi_adds_presence,crossref_funders_id_doi_adds_presence_overlap,crossref_has_funders_id_source_in_overlap,crossref_funders_id_source_adds_presence,crossref_funders_id_source_adds_presence_overlap,crossref_has_funders_string_in_overlap,crossref_funders_string_adds_presence,crossref_funders_string_adds_presence_overlap,crossref_has_references_in_overlap,crossref_references_adds_presence,crossref_references_adds_presence_overlap,crossref_has_venue_in_overlap,crossref_venue_adds_presence,crossref_venue_adds_presence_overlap,crossref_has_venue_id_issn_in_overlap,crossref_venue_id_issn_adds_presence,crossref_venue_id_issn_adds_presence_overlap,crossref_has_venue_string_in_overlap,crossref_venue_string_adds_presence,crossref_venue_string_adds_presence_overlap
2806,1796,edited-book,7,7,7,0,0,0,0,5,0,5,5,1,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,0,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2807,1796,journal-article,62,62,62,23,0,0,0,38,0,38,38,18,0,0,0,0,0,0,62,24,62,38,38,0,0,0,0,0,0,38,0,38,38,0,0,0,0,0,0,38,0,0,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,38,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,38,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,38,0,0,38,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,38,0,0
2808,1796,monograph,77,77,77,0,0,0,0,69,0,75,69,31,0,0,0,0,0,0,0,0,0,53,53,2,0,0,0,0,0,53,0,53,53,0,0,0,0,0,0,0,0,0,0,53,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,53,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,53,0,0,53,0,0,24,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2809,1795,book,25,25,25,0,0,0,0,24,0,24,24,1,0,0,0,0,0,0,0,0,0,24,23,0,0,0,0,0,0,24,0,24,24,0,2,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,24,0,0,24,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,24,0,0,24,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2810,1795,book-chapter,488,488,488,0,0,0,0,41,0,41,41,8,0,0,0,0,0,0,488,0,488,42,42,0,0,0,0,0,0,42,0,42,42,0,9,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,1,1,0,0,0,42,1,1,42,1,1,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,41,0,0,41,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,42,42,0,0,0,42,42,42
2811,1795,edited-book,6,6,6,0,0,0,0,6,0,6,6,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,6,0,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2812,1795,journal-article,39,39,39,22,0,0,0,16,0,16,16,16,0,0,0,0,0,0,39,23,39,16,16,0,0,0,0,0,0,16,0,16,16,0,0,0,0,0,0,16,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,16,0,0
2813,1795,monograph,52,52,52,0,0,0,0,46,0,50,46,20,0,0,0,0,0,0,0,0,0,40,39,0,0,0,0,0,0,40,0,40,40,0,1,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,40,0,0,40,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,40,0,0,40,0,0,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2814,1794,book,25,25,25,0,0,0,0,23,0,23,23,3,0,0,0,0,0,0,0,0,0,23,23,0,0,0,0,0,0,23,0,23,23,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,23,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,23,0,0,23,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2815,1794,book-chapter,549,549,549,0,0,0,0,59,0,59,59,6,0,0,0,0,0,0,549,0,549,59,59,0,0,0,0,0,0,59,0,59,59,0,5,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,59,0,0,59,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,59,0,0,59,0,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,59,59,0,0,0,59,59,59
2816,1794,edited-book,9,9,9,0,0,0,0,7,0,7,7,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,7,0,7,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2817,1794,journal-article,143,143,143,48,0,0,0,88,0,88,88,44,35,0,0,0,0,0,143,106,143,88,88,28,0,0,0,0,0,88,0,88,88,0,44,0,0,0,0,84,47,0,84,88,28,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,88,0,0,88,0,0,0,0,0,44,28,28,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,47,0,0,0,0,0,84,0,0,88,16,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,88,0,0,88,0,0,26,26,26,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,4,4,51,4,4,88,4,4
2818,1794,journal-issue,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2819,1794,monograph,69,69,69,0,0,0,0,64,0,66,64,23,0,0,0,0,0,0,0,0,0,38,37,1,0,0,0,0,0,38,0,38,38,0,3,0,0,0,0,0,0,0,0,38,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,38,0,0,38,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,38,0,0,38,0,0,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2820,1793,book,27,27,27,0,0,0,0,22,0,22,22,1,0,0,0,0,0,0,0,0,0,22,21,1,1,1,1,1,1,22,0,22,22,0,1,0,0,0,0,0,0,0,0,22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,0,0,0,0,0,22,0,0,22,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,22,0,0,22,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2821,1793,book-chapter,649,649,649,0,0,0,0,78,0,78,78,5,0,0,0,0,0,0,649,0,649,79,79,0,0,0,0,0,0,79,0,79,79,0,19,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,1,1,0,0,0,79,1,1,79,1,1,0,0,0,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,78,0,0,78,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,79,79,0,0,0,79,79,79
2822,1793,dataset,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2823,1793,edited-book,3,3,3,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2824,1793,journal-article,120,120,120,21,0,0,0,98,0,98,98,33,68,0,0,0,0,0,120,97,120,98,98,1,0,0,0,0,0,98,0,98,98,0,67,0,0,0,0,98,75,0,98,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,98,0,0,98,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,75,0,0,0,0,0,98,0,0,98,1,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,98,0,0,98,0,0,22,22,22,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,75,0,0,98,0,0
2825,1793,monograph,72,72,72,0,0,0,0,66,0,68,66,23,0,0,0,0,0,0,0,0,0,42,40,1,0,0,0,0,0,42,0,42,42,0,0,0,0,0,0,0,0,0,0,42,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,42,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,42,0,0,42,0,0,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2826,1792,book,22,22,22,0,0,0,0,18,0,18,18,3,0,0,0,0,0,0,0,0,0,18,18,0,0,0,0,0,0,18,0,18,18,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,18,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,18,0,0,18,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2827,1792,book-chapter,776,776,776,0,0,0,0,99,0,99,99,2,0,0,0,0,0,0,776,0,776,104,104,0,0,0,0,0,0,104,0,104,104,0,37,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,5,5,0,0,0,104,5,5,104,5,5,0,0,0,37,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,99,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,104,104,0,0,0,104,104,104
2828,1792,edited-book,7,7,7,0,0,0,0,6,0,6,6,1,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,6,0,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,6,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2829,1792,journal-article,89,89,89,55,0,0,0,57,0,57,57,20,34,0,0,0,0,1,89,68,89,57,57,30,0,0,0,0,0,53,0,53,53,0,28,0,0,0,0,57,36,0,57,57,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,53,0,0,53,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,36,0,0,0,0,0,57,0,0,57,30,0,0,0,0,0,0,0,0,0,0,0,57,4,4,0,0,0,57,4,4,57,4,4,3,3,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,57,0,0,36,0,0,57,0,0
2830,1792,monograph,82,82,82,0,0,0,0,78,0,79,78,31,0,0,0,0,0,0,0,0,0,55,52,2,0,0,0,0,0,55,0,55,55,0,0,0,0,0,0,0,0,0,0,55,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,55,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,55,0,0,55,0,0,23,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2831,1791,book,17,17,17,0,0,0,0,14,0,14,14,3,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,14,0,14,14,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,14,0,0,14,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2832,1791,book-chapter,800,800,800,0,0,0,0,450,0,450,450,8,0,0,0,0,0,0,800,0,800,452,452,0,0,0,0,0,0,452,0,452,452,0,178,0,0,0,0,0,0,0,0,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452,2,2,0,0,0,452,2,2,452,2,2,0,0,0,178,178,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452,0,0,0,0,0,0,0,0,0,0,0,0,450,0,0,0,0,0,450,0,0,450,0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452,452,452,0,0,0,452,452,452
2833,1791,edited-book,12,12,12,0,0,0,0,10,0,10,10,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,9,0,9,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2834,1791,journal-article,93,93,93,26,0,0,0,61,0,61,61,29,0,0,0,0,0,0,93,57,93,61,61,23,1,1,1,1,1,61,0,61,61,0,14,0,0,0,0,49,13,0,49,61,23,23,23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,61,0,0,0,0,0,61,0,0,61,0,0,0,0,0,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,13,0,0,0,0,0,49,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,61,0,0,61,0,0,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,12,12,25,12,12,61,12,12
2835,1791,journal-issue,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2836,1791,monograph,73,73,73,0,0,0,0,66,0,69,66,25,0,0,0,0,0,0,0,0,0,43,41,2,1,1,1,1,1,43,0,43,43,0,1,0,0,0,0,0,0,0,0,43,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,43,0,0,0,0,0,43,0,0,43,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,43,0,0,43,0,0,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2837,1790,book,24,24,24,0,0,0,0,17,0,17,17,6,0,0,0,0,0,0,0,0,0,17,17,0,0,0,0,0,0,17,0,17,17,0,2,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,17,0,0,17,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,17,0,0,17,0,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2838,1790,book-chapter,755,755,755,0,0,0,0,67,0,67,67,1,0,0,0,0,0,0,755,0,755,66,66,0,0,0,0,0,0,66,0,66,66,0,3,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,66,0,0,66,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,66,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,66,66,0,0,0,66,66,66
2839,1790,edited-book,8,8,8,0,0,0,0,6,0,6,6,1,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,0,5,5,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,5,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,5,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
