,published_year,type,num_objects,num_dois,num_non_dois,objects_has_abstract,objects_has_affiliations,objects_has_affiliations_countrycode,objects_has_affiliations_grid,objects_has_affiliations_sourceid,objects_has_affiliations_string,objects_has_authors,objects_has_authors_sequence,objects_has_authors_sourceid,objects_has_authors_string,objects_has_citations,objects_has_fields,objects_has_fields_mag,objects_has_references,objects_has_venue,objects_has_venue_issn,objects_has_venue_sourceid,objects_has_venue_string,dois_has_abstract,dois_has_affiliations,dois_has_affiliations_countrycode,dois_has_affiliations_grid,dois_has_affiliations_sourceid,dois_has_affiliations_string,dois_has_authors,dois_has_authors_sequence,dois_has_authors_sourceid,dois_has_authors_string,dois_has_citations,dois_has_fields,dois_has_fields_mag,dois_has_references,dois_has_venue,dois_has_venue_issn,dois_has_venue_sourceid,dois_has_venue_string,non_dois_has_abstract,non_dois_has_affiliations,non_dois_has_affiliations_countrycode,non_dois_has_affiliations_grid,non_dois_has_affiliations_sourceid,non_dois_has_affiliations_string,non_dois_has_authors,non_dois_has_authors_sequence,non_dois_has_authors_sourceid,non_dois_has_authors_string,non_dois_has_citations,non_dois_has_fields,non_dois_has_fields_mag,non_dois_has_references,non_dois_has_venue,non_dois_has_venue_issn,non_dois_has_venue_sourceid,non_dois_has_venue_string
1283,1874.0,,4632,978,3654,575,248,66,65,67,248,4632,4632,4632,4632,523,2161,2161,14,0,0,0,0,70,149,19,18,20,149,978,978,978,978,255,497,497,14,0,0,0,0,505,99,47,47,47,99,3654,3654,3654,3654,268,1664,1664,0,0,0,0,0
1284,1874.0,Book,1678,346,1332,40,4,3,3,3,4,1678,1678,1678,1678,570,750,750,0,0,0,0,0,6,2,1,1,1,2,346,346,346,346,137,200,200,0,0,0,0,0,34,2,2,2,2,2,1332,1332,1332,1332,433,550,550,0,0,0,0,0
1285,1874.0,BookChapter,146,142,4,1,0,0,0,0,0,146,146,146,146,10,37,37,2,0,0,0,0,0,0,0,0,0,0,142,142,142,142,10,34,34,2,0,0,0,0,1,0,0,0,0,0,4,4,4,4,0,3,3,0,0,0,0,0
1286,1874.0,Journal,7220,6670,550,490,2057,282,247,293,2057,7220,7220,7220,7220,1914,4816,4816,209,7220,6799,7220,7220,481,1851,235,203,244,1851,6670,6670,6670,6670,1838,4382,4382,209,6670,6275,6670,6670,9,206,47,44,49,206,550,550,550,550,76,434,434,0,550,524,550,550
1287,1874.0,Patent,1061,0,1061,17,0,0,0,0,0,1061,1061,1061,1061,8,564,564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,1061,1061,1061,1061,8,564,564,0,0,0,0,0
1288,1874.0,Repository,8,0,8,1,0,0,0,0,0,8,8,8,8,3,5,5,0,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,8,8,8,3,5,5,0,5,0,5,5
1289,1874.0,Thesis,21,2,19,0,0,0,0,0,0,21,21,21,21,4,8,8,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,19,19,19,19,3,7,7,0,0,0,0,0
1290,1873.0,,5060,1360,3700,502,222,35,31,36,222,5060,5060,5060,5060,512,2350,2350,15,0,0,0,0,54,153,10,7,11,153,1360,1360,1360,1360,232,764,764,15,0,0,0,0,448,69,25,24,25,69,3700,3700,3700,3700,280,1586,1586,0,0,0,0,0
1291,1873.0,Book,1510,297,1213,51,2,0,0,0,2,1510,1510,1510,1510,477,705,705,0,0,0,0,0,3,0,0,0,0,0,297,297,297,297,107,189,189,0,0,0,0,0,48,2,0,0,0,2,1213,1213,1213,1213,370,516,516,0,0,0,0,0
1292,1873.0,BookChapter,115,112,3,1,0,0,0,0,0,115,115,115,115,8,78,78,0,0,0,0,0,0,0,0,0,0,0,112,112,112,112,8,76,76,0,0,0,0,0,1,0,0,0,0,0,3,3,3,3,0,2,2,0,0,0,0,0
1293,1873.0,Conference,2,2,0,0,0,0,0,0,0,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1294,1873.0,Journal,7110,6591,519,524,1985,339,293,348,1985,7110,7110,7110,7110,1811,4686,4686,169,7110,6624,7110,7110,505,1778,293,247,301,1778,6591,6591,6591,6591,1749,4313,4313,169,6591,6144,6591,6591,19,207,46,46,47,207,519,519,519,519,62,373,373,0,519,480,519,519
1295,1873.0,Patent,1063,0,1063,16,1,0,0,0,1,1063,1063,1063,1063,23,609,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,1,1063,1063,1063,1063,23,609,609,0,0,0,0,0
1296,1873.0,Repository,7,0,7,3,0,0,0,0,0,7,7,7,7,5,6,6,0,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,7,7,7,5,6,6,0,4,0,4,4
1297,1873.0,Thesis,16,0,16,2,0,0,0,0,0,16,16,16,16,3,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,16,16,16,16,3,9,9,0,0,0,0,0
1298,1872.0,,4582,1044,3538,608,225,41,41,41,225,4582,4582,4582,4582,505,2276,2276,8,0,0,0,0,141,133,15,15,15,133,1044,1044,1044,1044,253,556,556,8,0,0,0,0,467,92,26,26,26,92,3538,3538,3538,3538,252,1720,1720,0,0,0,0,0
1299,1872.0,Book,1609,281,1328,40,5,4,4,4,5,1609,1609,1609,1609,509,758,758,0,0,0,0,0,3,1,0,0,0,1,281,281,281,281,105,162,162,0,0,0,0,0,37,4,4,4,4,4,1328,1328,1328,1328,404,596,596,0,0,0,0,0
1300,1872.0,BookChapter,109,104,5,0,0,0,0,0,0,109,109,109,109,6,68,68,0,0,0,0,0,0,0,0,0,0,0,104,104,104,104,6,65,65,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,0,3,3,0,0,0,0,0
1301,1872.0,Conference,2,2,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1302,1872.0,Journal,6775,6334,441,521,1863,270,243,277,1863,6775,6775,6775,6775,1770,4572,4572,149,6775,6343,6775,6775,510,1666,240,216,247,1666,6334,6334,6334,6334,1699,4199,4199,149,6334,5933,6334,6334,11,197,30,27,30,197,441,441,441,441,71,373,373,0,441,410,441,441
1303,1872.0,Patent,724,0,724,12,1,0,0,0,1,724,724,724,724,14,361,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,1,724,724,724,724,14,361,361,0,0,0,0,0
1304,1872.0,Repository,7,0,7,1,0,0,0,0,0,7,7,7,7,4,6,6,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,7,7,7,4,6,6,0,2,0,2,2
1305,1872.0,Thesis,8,1,7,0,0,0,0,0,0,8,8,8,8,3,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,2,2,2,0,0,0,0,0
1306,1871.0,,3602,707,2895,533,124,34,33,34,124,3602,3602,3602,3602,354,1846,1846,7,0,0,0,0,100,68,4,4,4,68,707,707,707,707,124,384,384,7,0,0,0,0,433,56,30,29,30,56,2895,2895,2895,2895,230,1462,1462,0,0,0,0,0
1307,1871.0,Book,1347,260,1087,54,1,0,0,0,1,1347,1347,1347,1347,421,670,670,0,0,0,0,0,7,0,0,0,0,0,260,260,260,260,89,163,163,0,0,0,0,0,47,1,0,0,0,1,1087,1087,1087,1087,332,507,507,0,0,0,0,0
1308,1871.0,BookChapter,126,119,7,2,0,0,0,0,0,126,126,126,126,4,65,65,0,0,0,0,0,1,0,0,0,0,0,119,119,119,119,4,60,60,0,0,0,0,0,1,0,0,0,0,0,7,7,7,7,0,5,5,0,0,0,0,0
1309,1871.0,Conference,2,2,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1310,1871.0,Journal,5834,5433,401,523,1407,195,173,200,1407,5834,5834,5834,5834,1655,4307,4307,84,5834,5417,5834,5834,514,1231,163,141,168,1231,5433,5433,5433,5433,1604,3964,3964,84,5433,5042,5433,5433,9,176,32,32,32,176,401,401,401,401,51,343,343,0,401,375,401,401
1311,1871.0,Patent,590,0,590,6,0,0,0,0,0,590,590,590,590,6,292,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,590,590,590,590,6,292,292,0,0,0,0,0
1312,1871.0,Repository,4,0,4,1,0,0,0,0,0,4,4,4,4,2,4,4,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,4,4,2,4,4,0,3,0,3,3
1313,1871.0,Thesis,6,2,4,0,0,0,0,0,0,6,6,6,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,1,1,1,0,0,0,0,0
1314,1870.0,,4686,735,3951,654,193,51,47,51,193,4686,4686,4686,4686,445,2437,2437,7,0,0,0,0,41,87,13,12,13,87,735,735,735,735,174,417,417,7,0,0,0,0,613,106,38,35,38,106,3951,3951,3951,3951,271,2020,2020,0,0,0,0,0
1315,1870.0,Book,1534,287,1247,47,2,1,1,1,2,1534,1534,1534,1534,448,737,737,0,0,0,0,0,3,1,0,0,0,1,287,287,287,287,98,145,145,0,0,0,0,0,44,1,1,1,1,1,1247,1247,1247,1247,350,592,592,0,0,0,0,0
1316,1870.0,BookChapter,167,162,5,1,0,0,0,0,0,167,167,167,167,6,57,57,0,0,0,0,0,0,0,0,0,0,0,162,162,162,162,6,53,53,0,0,0,0,0,1,0,0,0,0,0,5,5,5,5,0,4,4,0,0,0,0,0
1317,1870.0,Conference,7,7,0,0,0,0,0,0,0,7,7,7,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1318,1870.0,Dataset,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1319,1870.0,Journal,6563,6197,366,585,1802,284,240,295,1802,6563,6563,6563,6563,1790,4573,4573,82,6563,6155,6563,6563,579,1649,252,211,262,1649,6197,6197,6197,6197,1727,4256,4256,82,6197,5815,6197,6197,6,153,32,29,33,153,366,366,366,366,63,317,317,0,366,340,366,366
1320,1870.0,Patent,613,0,613,14,0,0,0,0,0,613,613,613,613,12,318,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,613,613,613,613,12,318,318,0,0,0,0,0
1321,1870.0,Repository,9,0,9,0,0,0,0,0,0,9,9,9,9,3,6,6,0,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,3,6,6,0,6,0,6,6
1322,1870.0,Thesis,9,3,6,0,0,0,0,0,0,9,9,9,9,3,2,2,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,2,2,2,0,0,0,0,0
1323,1869.0,,3974,1082,2892,591,235,66,63,66,235,3974,3974,3974,3974,479,1849,1849,18,0,0,0,0,260,128,12,12,12,128,1082,1082,1082,1082,222,585,585,18,0,0,0,0,331,107,54,51,54,107,2892,2892,2892,2892,257,1264,1264,0,0,0,0,0
1324,1869.0,Book,1395,292,1103,50,0,0,0,0,0,1395,1395,1395,1395,448,682,682,0,0,0,0,0,2,0,0,0,0,0,292,292,292,292,111,171,171,0,0,0,0,0,48,0,0,0,0,0,1103,1103,1103,1103,337,511,511,0,0,0,0,0
1325,1869.0,BookChapter,210,207,3,1,0,0,0,0,0,210,210,210,210,6,96,96,0,0,0,0,0,0,0,0,0,0,0,207,207,207,207,6,94,94,0,0,0,0,0,1,0,0,0,0,0,3,3,3,3,0,2,2,0,0,0,0,0
1326,1869.0,Conference,3,3,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1327,1869.0,Journal,5464,4965,499,271,1293,178,163,190,1293,5464,5464,5464,5464,1461,3872,3872,65,5464,4908,5464,5464,259,1105,144,131,156,1105,4965,4965,4965,4965,1388,3497,3497,65,4965,4485,4965,4965,12,188,34,32,34,188,499,499,499,499,73,375,375,0,499,423,499,499
1328,1869.0,Patent,314,0,314,10,0,0,0,0,0,314,314,314,314,12,163,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,314,314,314,314,12,163,163,0,0,0,0,0
1329,1869.0,Repository,2,0,2,1,0,0,0,0,0,2,2,2,2,1,2,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,2,2,1,2,2,0,1,0,1,1
1330,1869.0,Thesis,12,1,11,0,0,0,0,0,0,12,12,12,12,4,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,11,11,11,11,4,1,1,0,0,0,0,0
1331,1868.0,,3348,696,2652,486,157,51,50,51,157,3348,3348,3348,3348,400,1628,1628,17,0,0,0,0,87,67,1,1,1,67,696,696,696,696,166,378,378,17,0,0,0,0,399,90,50,49,50,90,2652,2652,2652,2652,234,1250,1250,0,0,0,0,0
1332,1868.0,Book,1349,269,1080,29,1,1,1,1,1,1349,1349,1349,1349,433,663,663,0,0,0,0,0,2,0,0,0,0,0,269,269,269,269,100,159,159,0,0,0,0,0,27,1,1,1,1,1,1080,1080,1080,1080,333,504,504,0,0,0,0,0
1333,1868.0,BookChapter,70,69,1,1,0,0,0,0,0,70,70,70,70,3,49,49,0,0,0,0,0,0,0,0,0,0,0,69,69,69,69,3,48,48,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0
1334,1868.0,Conference,4,2,2,1,0,0,0,0,0,4,4,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,2,2,1,1,1,0,0,0,0,0
1335,1868.0,Journal,5834,5409,425,209,1339,170,156,179,1339,5834,5834,5834,5834,1296,3754,3754,62,5834,5424,5834,5834,204,1200,126,114,135,1200,5409,5409,5409,5409,1211,3391,3391,62,5409,5017,5409,5409,5,139,44,42,44,139,425,425,425,425,85,363,363,0,425,407,425,425
1336,1868.0,Patent,59,0,59,3,0,0,0,0,0,59,59,59,59,2,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,59,59,59,59,2,21,21,0,0,0,0,0
1337,1868.0,Repository,4,0,4,0,0,0,0,0,0,4,4,4,4,1,3,3,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,1,3,3,0,3,0,3,3
1338,1868.0,Thesis,16,1,15,1,0,0,0,0,0,16,16,16,16,2,9,9,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,15,15,15,2,9,9,0,0,0,0,0
1339,1867.0,,3594,708,2886,508,172,55,52,55,172,3594,3594,3594,3594,414,1742,1742,13,0,0,0,0,97,70,8,7,8,70,708,708,708,708,162,382,382,13,0,0,0,0,411,102,47,45,47,102,2886,2886,2886,2886,252,1360,1360,0,0,0,0,0
1340,1867.0,Book,1286,258,1028,36,1,1,1,1,1,1286,1286,1286,1286,398,637,637,1,0,0,0,0,3,1,1,1,1,1,258,258,258,258,90,140,140,1,0,0,0,0,33,0,0,0,0,0,1028,1028,1028,1028,308,497,497,0,0,0,0,0
1341,1867.0,BookChapter,175,172,3,2,0,0,0,0,0,175,175,175,175,7,65,65,0,0,0,0,0,0,0,0,0,0,0,172,172,172,172,7,62,62,0,0,0,0,0,2,0,0,0,0,0,3,3,3,3,0,3,3,0,0,0,0,0
1342,1867.0,Conference,23,23,0,0,0,0,0,0,0,23,23,23,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,23,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1343,1867.0,Journal,5285,4940,345,208,1252,181,157,186,1252,5285,5285,5285,5285,1173,3325,3325,52,5285,4845,5285,5285,201,1089,139,117,144,1089,4940,4940,4940,4940,1121,3033,3033,52,4940,4518,4940,4940,7,163,42,40,42,163,345,345,345,345,52,292,292,0,345,327,345,345
1344,1867.0,Patent,24,0,24,2,0,0,0,0,0,24,24,24,24,3,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,24,24,24,24,3,12,12,0,0,0,0,0
1345,1867.0,Repository,3,0,3,1,0,0,0,0,0,3,3,3,3,0,3,3,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,3,3,0,3,3,0,2,0,2,2
1346,1867.0,Thesis,7,1,6,0,0,0,0,0,0,7,7,7,7,1,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,1,3,3,0,0,0,0,0
1347,1866.0,,3807,788,3019,525,135,49,47,50,135,3807,3807,3807,3807,405,1873,1873,12,0,0,0,0,97,65,10,9,11,65,788,788,788,788,155,480,480,12,0,0,0,0,428,70,39,38,39,70,3019,3019,3019,3019,250,1393,1393,0,0,0,0,0
1348,1866.0,Book,1209,253,956,36,2,1,1,1,2,1209,1209,1209,1209,402,612,612,0,0,0,0,0,4,1,0,0,0,1,253,253,253,253,87,161,161,0,0,0,0,0,32,1,1,1,1,1,956,956,956,956,315,451,451,0,0,0,0,0
1349,1866.0,BookChapter,143,136,7,6,0,0,0,0,0,143,143,143,143,2,52,52,0,0,0,0,0,0,0,0,0,0,0,136,136,136,136,2,47,47,0,0,0,0,0,6,0,0,0,0,0,7,7,7,7,0,5,5,0,0,0,0,0
1350,1866.0,Conference,12,12,0,0,0,0,0,0,0,12,12,12,12,3,2,2,0,0,0,0,0,0,0,0,0,0,0,12,12,12,12,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1351,1866.0,Dataset,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0
1352,1866.0,Journal,5190,4766,424,187,1125,176,159,181,1125,5190,5190,5190,5190,1113,3309,3309,54,5190,4732,5190,5190,184,912,142,126,146,912,4766,4766,4766,4766,1069,2969,2969,54,4766,4337,4766,4766,3,213,34,33,35,213,424,424,424,424,44,340,340,0,424,395,424,424
1353,1866.0,Patent,26,0,26,2,1,0,0,0,1,26,26,26,26,3,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,26,26,26,26,3,15,15,0,0,0,0,0
1354,1866.0,Repository,4,0,4,0,0,0,0,0,0,4,4,4,4,1,4,4,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,1,4,4,0,2,0,2,2
1355,1866.0,Thesis,10,0,10,0,0,0,0,0,0,10,10,10,10,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,1,5,5,0,0,0,0,0
1356,1865.0,,4196,674,3522,923,162,47,46,47,162,4196,4196,4196,4196,376,2352,2352,12,0,0,0,0,113,77,2,2,2,77,674,674,674,674,134,341,341,12,0,0,0,0,810,85,45,44,45,85,3522,3522,3522,3522,242,2011,2011,0,0,0,0,0
1357,1865.0,Book,1142,232,910,45,4,2,2,2,4,1142,1142,1142,1142,378,553,553,0,0,0,0,0,0,1,1,1,1,1,232,232,232,232,85,138,138,0,0,0,0,0,45,3,1,1,1,3,910,910,910,910,293,415,415,0,0,0,0,0
1358,1865.0,BookChapter,214,210,4,1,0,0,0,0,0,214,214,214,214,7,128,128,0,0,0,0,0,0,0,0,0,0,0,210,210,210,210,7,125,125,0,0,0,0,0,1,0,0,0,0,0,4,4,4,4,0,3,3,0,0,0,0,0
1359,1865.0,Conference,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1360,1865.0,Dataset,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1361,1865.0,Journal,4164,3853,311,181,849,142,131,148,849,4164,4164,4164,4164,988,2776,2776,53,4164,3726,4164,4164,177,765,123,112,127,765,3853,3853,3853,3853,936,2516,2516,53,3853,3449,3853,3853,4,84,19,19,21,84,311,311,311,311,52,260,260,0,311,277,311,311
1362,1865.0,Patent,24,0,24,1,0,0,0,0,0,24,24,24,24,2,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24,24,24,24,2,8,8,0,0,0,0,0
1363,1865.0,Repository,3,0,3,0,0,0,0,0,0,3,3,3,3,2,1,1,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,2,1,1,0,3,0,3,3
1364,1865.0,Thesis,26,3,23,0,0,0,0,0,0,26,26,26,26,3,14,14,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,23,23,23,23,2,13,13,0,0,0,0,0
1365,1864.0,,4354,602,3752,866,195,62,60,63,195,4354,4354,4354,4354,388,2430,2430,5,0,0,0,0,50,42,4,3,5,42,602,602,602,602,118,336,336,5,0,0,0,0,816,153,58,57,58,153,3752,3752,3752,3752,270,2094,2094,0,0,0,0,0
1366,1864.0,Book,1102,225,877,34,1,1,1,1,1,1102,1102,1102,1102,366,504,504,0,0,0,0,0,4,0,0,0,0,0,225,225,225,225,97,119,119,0,0,0,0,0,30,1,1,1,1,1,877,877,877,877,269,385,385,0,0,0,0,0
1367,1864.0,BookChapter,113,113,0,1,0,0,0,0,0,113,113,113,113,3,34,34,0,0,0,0,0,1,0,0,0,0,0,113,113,113,113,3,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1368,1864.0,Conference,5,5,0,0,0,0,0,0,0,5,5,5,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1369,1864.0,Journal,4584,4254,330,144,792,113,101,117,792,4584,4584,4584,4584,908,2791,2791,43,4584,4151,4584,4584,141,729,94,84,98,729,4254,4254,4254,4254,884,2548,2548,43,4254,3861,4254,4254,3,63,19,17,19,63,330,330,330,330,24,243,243,0,330,290,330,330
1370,1864.0,Patent,14,0,14,0,0,0,0,0,0,14,14,14,14,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,14,14,1,8,8,0,0,0,0,0
1371,1864.0,Thesis,41,1,40,0,0,0,0,0,0,41,41,41,41,1,27,27,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40,40,1,27,27,0,0,0,0,0
1372,1863.0,,5193,918,4275,774,124,64,63,64,124,5193,5193,5193,5193,342,2608,2608,4,0,0,0,0,86,33,4,4,4,33,918,918,918,918,138,490,490,4,0,0,0,0,688,91,60,59,60,91,4275,4275,4275,4275,204,2118,2118,0,0,0,0,0
1373,1863.0,Book,992,205,787,33,2,1,1,1,2,992,992,992,992,337,471,471,0,0,0,0,0,4,1,0,0,0,1,205,205,205,205,88,116,116,0,0,0,0,0,29,1,1,1,1,1,787,787,787,787,249,355,355,0,0,0,0,0
1374,1863.0,BookChapter,93,92,1,1,0,0,0,0,0,93,93,93,93,1,27,27,0,0,0,0,0,0,0,0,0,0,0,92,92,92,92,1,26,26,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0
1375,1863.0,Dataset,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1376,1863.0,Journal,3869,3613,256,133,637,119,105,122,637,3869,3869,3869,3869,966,2726,2726,39,3869,3429,3869,3869,128,603,109,95,111,603,3613,3613,3613,3613,941,2534,2534,39,3613,3215,3613,3613,5,34,10,10,11,34,256,256,256,256,25,192,192,0,256,214,256,256
1377,1863.0,Patent,55,0,55,1,1,0,0,0,1,55,55,55,55,1,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,55,55,55,55,1,22,22,0,0,0,0,0
1378,1863.0,Thesis,42,5,37,0,0,0,0,0,0,42,42,42,42,2,28,28,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,37,37,37,2,28,28,0,0,0,0,0
1379,1862.0,,4848,779,4069,730,143,71,69,71,143,4848,4848,4848,4848,424,2753,2753,2,0,0,0,0,101,58,10,9,10,58,779,779,779,779,166,510,510,2,0,0,0,0,629,85,61,60,61,85,4069,4069,4069,4069,258,2243,2243,0,0,0,0,0
1380,1862.0,Book,1113,257,856,34,2,1,0,1,2,1113,1113,1113,1113,366,518,518,0,0,0,0,0,1,0,0,0,0,0,257,257,257,257,91,135,135,0,0,0,0,0,33,2,1,0,1,2,856,856,856,856,275,383,383,0,0,0,0,0
1381,1862.0,BookChapter,81,80,1,0,0,0,0,0,0,81,81,81,81,5,28,28,0,0,0,0,0,0,0,0,0,0,0,80,80,80,80,5,27,27,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0
1382,1862.0,Conference,3,2,1,0,0,0,0,0,0,3,3,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
