,published_year,type,crossref_dois,mag_ids,mag_has_mag_type,mag_has_abstract,mag_has_affiliations,mag_has_affiliations_countrycode,mag_has_affiliations_grid,mag_has_affiliations_sourceid,mag_has_affiliations_string,mag_has_authors,mag_has_authors_sourceid,mag_has_authors_1,mag_has_authors_sequence,mag_has_authors_string,mag_has_citations,mag_has_fields,mag_has_fields_mag,mag_has_references,mag_has_references_1,mag_abstract_adds_presence,mag_abstract_adds_counts,mag_affiliations_adds_presence,mag_affiliations_adds_counts,mag_affiliations_countrycode_adds_presence,mag_affiliations_countrycode_adds_counts,mag_affiliations_grid_adds_presence,mag_affiliations_grid_adds_counts,mag_affiliations_sourceid_adds_presence,mag_affiliations_sourceid_adds_counts,mag_affiliations_string_adds_presence,mag_affiliations_string_adds_counts,mag_authors_adds_presence,mag_authors_adds_counts,mag_authors_sourceid_adds_presence,mag_authors_sourceid_adds_counts,mag_authors_orcid_adds_presence,mag_authors_orcid_adds_counts,mag_authors_sequence_adds_presence,mag_authors_sequence_adds_counts,mag_authors_string_adds_presence,mag_authors_string_adds_counts,mag_citations_adds_presence,mag_citations_adds_counts,mag_fields_adds_presence,mag_fields_adds_counts,mag_fields_mag_adds_presence,mag_fields_mag_adds_counts,mag_references_adds_presence,mag_references_adds_counts,mag_references_open_adds_presence,mag_references_open_adds_counts,openalex_ids,openalex_has_openalex_type,openalex_has_abstract,openalex_has_affiliations,openalex_has_affiliations_countrycode,openalex_has_affiliations_grid,openalex_has_affiliations_ror,openalex_has_affiliations_sourceid,openalex_has_affiliations_string,openalex_has_authors,openalex_has_authors_sourceid,openalex_has_authors_orcid,openalex_has_authors_sequence,openalex_has_authors_string,openalex_has_citations,openalex_has_fields,openalex_has_fields_mag,openalex_has_references,openalex_has_references_1,openalex_abstract_adds_presence,openalex_abstract_adds_counts,openalex_affiliations_adds_presence,openalex_affiliations_adds_counts,openalex_affiliations_countrycode_adds_presence,openalex_affiliations_countrycode_adds_counts,openalex_affiliations_grid_adds_presence,openalex_affiliations_grid_adds_counts,openalex_affiliations_ror_adds_presence,openalex_affiliations_ror_adds_counts,openalex_affiliations_sourceid_adds_presence,openalex_affiliations_sourceid_adds_counts,openalex_affiliations_string_adds_presence,openalex_affiliations_string_adds_counts,openalex_authors_adds_presence,openalex_authors_adds_counts,openalex_authors_sourceid_adds_presence,openalex_authors_sourceid_adds_counts,openalex_authors_orcid_adds_presence,openalex_authors_orcid_adds_counts,openalex_authors_sequence_adds_presence,openalex_authors_sequence_adds_counts,openalex_authors_string_adds_presence,openalex_authors_string_adds_counts,openalex_citations_adds_presence,openalex_citations_adds_counts,openalex_fields_adds_presence,openalex_fields_adds_counts,openalex_fields_mag_adds_presence,openalex_fields_mag_adds_counts,openalex_references_adds_presence,openalex_references_adds_counts,openalex_references_open_adds_presence,openalex_references_open_adds_counts,crossref_ids,crossref_has_crossref_type,crossref_has_abstract,crossref_has_affiliations,crossref_has_affiliations_string,crossref_has_authors,crossref_has_authors_orcid,crossref_has_authors_sequence,crossref_has_authors_string,crossref_has_citations,crossref_has_fields,crossref_has_references,crossref_has_references_open
1415,1938,report,356,133,2,5,0,0,0,0,0,133,133,133,133,133,40,81,81,0,0,5,0,0,0,0,0,0,0,0,0,0,0,33,33,33,33,133,133,33,33,33,33,33,38,81,0,81,0,0,0,0,0,138,2,5,0,0,0,0,0,0,137,138,0,138,137,40,134,134,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,34,33,0,0,33,33,33,33,33,38,134,0,134,0,0,0,0,0,356,356,0,0,0,205,0,297,205,15,0,0,0
1416,1937,book,462,255,224,2,3,3,3,3,3,255,255,255,255,255,136,85,85,1,1,2,0,3,3,3,3,3,3,3,3,3,3,40,50,40,50,255,255,40,50,40,50,20,75,85,0,85,0,1,1,1,1,261,230,2,3,3,3,3,3,3,259,259,0,259,259,136,238,238,1,1,2,0,3,3,3,3,3,3,3,3,3,3,3,3,40,50,40,50,0,0,40,50,40,50,20,76,238,0,238,0,1,1,1,1,462,462,0,0,0,347,0,350,347,214,0,0,0
1417,1937,book-chapter,6123,1952,448,834,608,144,143,144,608,1952,1952,1952,1952,1952,222,733,733,319,319,834,0,608,608,144,144,143,143,144,144,608,608,757,762,757,762,1952,1952,742,762,757,762,84,159,733,0,733,0,7,14,319,319,2054,550,834,608,144,143,143,144,608,1994,2000,0,2000,1994,223,1592,1592,319,319,834,0,608,608,144,144,143,143,143,143,144,144,608,608,757,762,763,762,0,0,742,762,757,762,84,160,1592,0,1592,0,7,14,319,319,6123,6123,0,0,0,2188,0,2370,2188,286,0,717,0
1418,1937,dataset,176,6,0,0,0,0,0,0,0,6,6,6,6,6,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,2,2,6,0,6,0,0,0,0,0,13,7,0,0,0,0,0,0,0,12,12,0,12,12,2,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,13,0,13,0,0,0,0,0,176,176,0,0,0,147,0,149,147,16,0,0,0
1419,1937,journal-article,109797,63200,56654,13400,20489,9350,8965,9454,20489,63200,63200,63200,63200,63200,34077,51083,51083,14867,14867,11867,47,16193,16208,7194,7275,6887,6899,7263,7275,16193,16208,966,2161,966,2161,63200,63200,957,2161,966,2161,5527,18580,10742,7,10742,7,3307,3480,14867,14867,64954,58408,13404,20537,9384,8985,9068,9475,20537,63795,63807,161,63807,63795,34095,63262,63262,14867,14867,11867,48,16228,16243,7216,7294,6905,6917,6965,6977,7282,7294,16228,16243,966,2165,978,2165,161,161,957,2165,966,2165,5522,18572,14012,25047,14012,25047,3307,3480,14867,14867,109797,109797,3073,7214,7214,78107,0,78368,78107,33604,82049,17205,0
1420,1937,journal-issue,1118,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1118,1118,0,0,0,0,0,0,0,14,825,0,0
1421,1937,monograph,358,147,121,1,0,0,0,0,0,147,147,147,147,147,46,115,115,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,2,4,2,147,147,0,2,4,2,15,33,115,0,115,0,1,1,1,1,156,130,1,0,0,0,0,0,0,150,156,0,156,150,46,147,147,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,10,2,0,0,0,2,4,2,15,34,147,0,147,0,1,1,1,1,358,358,0,0,0,221,0,323,221,69,0,0,0
1422,1937,other,17,17,0,3,0,0,0,0,0,17,17,17,17,17,15,17,17,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0,0,4,15,17,0,17,0,1,1,1,1,17,0,3,0,0,0,0,0,0,17,17,0,17,17,15,17,17,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,17,0,17,0,1,1,1,1,17,17,0,0,0,17,0,17,17,11,0,0,0
1423,1937,proceedings-article,193,184,2,1,34,10,5,13,34,184,184,184,184,184,28,156,156,0,0,1,0,34,34,10,13,5,5,13,13,34,34,0,0,0,0,184,184,0,0,0,0,15,19,156,0,156,0,0,0,0,0,183,1,0,33,10,5,6,13,33,183,183,0,183,183,27,180,180,0,0,0,0,33,33,10,13,5,5,6,6,13,13,33,33,0,0,0,0,0,0,0,0,0,0,14,18,180,0,180,0,0,0,0,0,193,193,0,0,0,193,0,193,193,28,0,8,0
1424,1937,report,252,104,6,9,1,0,0,0,1,104,104,104,104,104,40,81,81,1,1,9,0,1,1,0,0,0,0,0,0,1,1,47,41,47,41,104,104,41,41,47,41,32,40,81,0,81,0,1,1,1,1,109,6,9,1,0,0,0,0,1,106,109,0,109,106,40,105,105,1,1,9,0,1,1,0,0,0,0,0,0,0,0,1,1,47,41,50,41,0,0,41,41,47,41,32,40,105,0,105,0,1,1,1,1,252,252,0,0,0,108,0,189,108,14,0,0,0
1425,1936,book,483,275,243,2,1,1,1,1,1,275,275,275,275,275,144,81,81,2,2,2,0,1,1,1,1,1,1,1,1,1,1,46,53,46,53,275,275,46,53,46,53,31,82,81,0,81,0,2,2,2,2,286,254,2,1,1,1,1,1,1,282,282,0,282,282,145,259,259,2,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,46,53,46,53,0,0,46,53,46,53,30,80,259,0,259,0,2,2,2,2,483,483,0,0,0,354,0,359,354,214,0,0,0
1426,1936,book-chapter,5869,2088,763,968,693,101,101,114,693,2088,2088,2088,2088,2088,281,570,570,331,331,968,0,693,693,101,114,101,101,114,114,693,693,542,529,542,529,2088,2088,520,529,542,529,111,207,570,0,570,0,13,21,331,331,2227,902,968,694,101,101,101,114,694,2142,2145,0,2145,2142,281,1674,1674,331,331,968,0,694,694,101,114,101,101,101,101,114,114,694,694,542,529,545,529,0,0,520,529,542,529,111,207,1674,0,1674,0,13,21,331,331,5869,5869,0,0,0,2811,0,2859,2811,374,0,744,0
1427,1936,dataset,271,5,0,0,0,0,0,0,0,5,5,5,5,5,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,1,5,0,5,0,0,0,0,0,16,11,0,0,0,0,0,0,0,14,14,0,14,14,2,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,15,0,0,0,0,0,271,271,0,0,0,245,0,246,245,30,0,0,0
1428,1936,journal-article,110012,62724,55975,13339,20142,8829,8462,8953,20142,62724,62724,62724,62724,62724,33355,50162,50162,14193,14193,11848,48,16041,16053,6779,6888,6486,6493,6881,6888,16041,16053,864,1914,864,1914,62724,62724,847,1914,864,1914,5298,17656,10757,6,10757,6,3143,3301,14193,14193,64535,57786,13348,20192,8857,8475,8558,8968,20192,63407,63418,158,63418,63407,33366,62749,62749,14192,14192,11845,48,16082,16094,6800,6903,6499,6506,6565,6572,6896,6903,16082,16094,864,1914,875,1914,158,158,847,1914,864,1914,5289,17663,14112,24550,14112,24550,3142,3300,14192,14192,110012,110012,3110,7053,7053,77671,0,77906,77671,33201,81456,16899,0
1429,1936,journal-issue,1193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1193,1193,0,0,0,0,0,0,0,16,887,0,0
1430,1936,monograph,395,163,124,1,0,0,0,0,0,163,163,163,163,163,50,116,116,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,163,163,0,0,1,0,14,31,116,0,116,0,1,1,1,1,176,137,1,0,0,0,0,0,0,167,175,0,175,167,50,171,171,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,1,0,14,32,171,0,171,0,1,1,1,1,395,395,0,0,0,241,0,358,241,80,0,0,0
1431,1936,other,5,5,0,1,0,0,0,0,0,5,5,5,5,5,5,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,1,5,5,0,5,0,0,0,0,0,5,0,1,0,0,0,0,0,0,5,5,0,5,5,5,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,0,5,0,0,0,0,0,5,5,0,0,0,5,0,5,5,4,0,0,0
1432,1936,proceedings-article,150,144,0,0,15,9,6,9,15,144,144,144,144,144,31,123,123,0,0,0,0,15,15,9,9,6,6,9,9,15,15,0,0,0,0,144,144,0,0,0,0,6,18,123,0,123,0,0,0,0,0,145,1,0,15,9,6,6,9,15,145,145,0,145,145,30,143,143,0,0,0,0,15,15,9,9,6,6,6,6,9,9,15,15,0,0,0,0,0,0,0,0,0,0,5,17,143,0,143,0,0,0,0,0,150,150,0,0,0,150,0,150,150,31,0,5,0
1433,1936,report,562,351,13,10,1,0,0,0,1,351,351,351,351,351,45,323,323,1,1,10,0,1,1,0,0,0,0,0,0,1,1,38,34,38,34,351,351,32,34,38,34,27,38,323,0,323,0,1,1,1,1,360,13,10,1,0,0,0,0,1,355,360,0,360,355,45,356,356,1,1,10,0,1,1,0,0,0,0,0,0,0,0,1,1,38,34,43,34,0,0,32,34,38,34,27,38,356,0,356,0,1,1,1,1,562,562,0,0,0,398,0,508,398,27,0,0,0
1434,1935,book,471,271,247,1,5,5,5,5,5,271,271,271,271,271,150,101,101,1,1,1,0,5,5,5,5,5,5,5,5,5,5,35,52,35,52,271,271,33,52,35,52,20,89,101,0,101,0,1,1,1,1,277,253,1,5,5,5,5,5,5,276,276,0,276,276,152,261,261,1,1,1,0,5,5,5,5,5,5,5,5,5,5,5,5,35,52,35,52,0,0,33,52,35,52,20,90,261,0,261,0,1,1,1,1,471,471,0,0,0,358,0,362,358,226,0,0,0
1435,1935,book-chapter,7078,2056,1037,964,683,169,164,169,683,2056,2056,2056,2056,2056,233,518,518,387,387,964,0,683,683,169,169,164,164,169,169,683,683,568,569,568,569,2056,2056,565,569,568,569,117,167,518,0,518,0,3,9,387,387,2134,1115,964,683,169,164,169,169,683,2109,2111,0,2111,2109,233,1597,1597,387,387,964,0,683,683,169,169,164,164,169,169,169,169,683,683,568,569,570,569,0,0,565,569,568,569,117,168,1597,0,1597,0,3,9,387,387,7078,7078,0,0,0,2759,0,2777,2759,296,0,878,0
1436,1935,dataset,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,70,70,0,0,0,52,0,52,52,16,0,0,0
1437,1935,journal-article,106398,60810,54567,12801,19408,8352,8030,8442,19408,60810,60810,60810,60810,60810,32212,49122,49122,13308,13308,11203,39,15496,15502,6352,6426,6109,6113,6422,6426,15496,15502,904,1999,904,1999,60810,60810,891,1999,904,1999,5002,17085,10360,5,10360,5,3030,3202,13308,13308,62585,56342,12802,19460,8373,8045,8102,8460,19460,61396,61405,145,61405,61396,32227,61024,61024,13306,13306,11199,39,15537,15543,6368,6442,6122,6126,6170,6174,6438,6442,15537,15543,904,2000,913,2000,145,145,891,2000,904,2000,4990,17077,13531,24269,13531,24269,3028,3200,13306,13306,106398,106398,2948,6722,6722,74583,0,74828,74583,32197,80149,15522,0
1438,1935,journal-issue,1061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1061,1061,0,0,0,0,0,0,0,11,789,0,0
1439,1935,monograph,373,152,132,4,0,0,0,0,0,152,152,152,152,152,53,120,120,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,152,152,1,1,2,1,14,39,120,0,120,0,0,0,0,0,165,145,4,0,0,0,0,0,0,155,164,0,164,155,53,163,163,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,11,1,0,0,1,1,2,1,14,39,163,0,163,0,0,0,0,0,373,373,0,0,0,216,0,335,216,80,0,0,0
1440,1935,other,10,10,1,1,0,0,0,0,0,10,10,10,10,10,8,10,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,10,10,3,3,3,3,3,8,10,0,10,0,0,0,0,0,10,1,1,0,0,0,0,0,0,10,10,0,10,10,8,10,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,3,3,3,3,3,8,10,0,10,0,0,0,0,0,10,10,0,0,0,7,0,7,7,5,0,0,0
1441,1935,proceedings-article,124,117,0,0,17,7,2,7,17,117,117,117,117,117,9,95,95,1,1,0,0,17,17,7,7,2,2,7,7,17,17,0,0,0,0,117,117,0,0,0,0,2,7,95,0,95,0,0,0,1,1,119,2,0,17,7,2,2,7,17,119,119,0,119,119,9,117,117,1,1,0,0,17,17,7,7,2,2,2,2,7,7,17,17,0,0,0,0,0,0,0,0,0,0,2,7,117,0,117,0,0,0,1,1,124,124,0,0,0,124,0,124,124,14,0,10,0
1442,1935,report,177,90,9,9,0,0,0,0,0,90,90,90,90,90,25,69,69,0,0,9,0,0,0,0,0,0,0,0,0,0,0,17,14,17,14,90,90,13,14,17,14,18,24,69,0,69,0,0,0,0,0,92,9,9,0,0,0,0,0,0,92,92,0,92,92,25,89,89,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,17,14,0,0,13,14,17,14,18,24,89,0,89,0,0,0,0,0,177,177,0,0,0,95,0,141,95,13,0,0,0
1443,1934,book,445,267,237,5,3,1,1,1,3,267,267,267,267,267,147,89,89,3,3,5,0,3,3,1,1,1,1,1,1,3,3,31,45,31,45,267,267,31,45,31,45,31,92,89,0,89,0,3,3,3,3,274,244,5,3,1,1,1,1,3,271,272,3,272,271,147,251,251,3,3,5,0,3,3,1,1,1,1,1,1,1,1,3,3,31,45,32,45,3,3,31,45,31,45,31,93,251,0,251,0,3,3,3,3,445,445,0,0,0,356,0,360,356,224,0,0,0
1444,1934,book-chapter,5670,1695,580,996,773,132,132,132,773,1695,1695,1695,1695,1695,280,371,371,250,250,996,0,773,773,132,132,132,132,132,132,773,773,358,359,358,359,1695,1695,350,359,358,359,106,203,371,0,371,0,12,12,250,250,1765,650,996,773,132,132,132,132,773,1731,1731,0,1731,1731,280,1276,1276,250,250,996,0,773,773,132,132,132,132,132,132,132,132,773,773,358,359,358,359,0,0,350,359,358,359,106,203,1276,0,1276,0,12,12,250,250,5670,5670,0,0,0,2243,0,2262,2243,299,0,661,0
1445,1934,dataset,64,3,0,1,0,0,0,0,0,3,3,3,3,3,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,2,0,2,0,0,0,0,0,4,1,1,0,0,0,0,0,0,4,4,0,4,4,0,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,64,64,0,0,0,39,0,39,39,10,0,0,0
1446,1934,journal-article,103154,58632,52496,12345,18666,7916,7584,8028,18666,58632,58632,58632,58632,58632,31030,46988,46988,12521,12521,11028,29,15192,15211,6178,6283,5902,5916,6269,6283,15192,15211,883,1820,883,1820,58632,58632,875,1820,883,1820,4786,16087,9443,8,9443,8,2674,2827,12521,12521,60215,54079,12347,18712,7945,7600,7664,8049,18712,59184,59195,177,59195,59184,31044,58584,58584,12521,12521,11027,29,15226,15245,6201,6303,5917,5931,5975,5989,6289,6303,15226,15245,883,1823,894,1823,177,177,875,1823,883,1823,4773,16077,12450,23594,12450,23594,2674,2827,12521,12521,103154,103154,2625,6094,6094,72132,0,72354,72132,31227,79636,15235,0
1447,1934,journal-issue,1095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1095,1095,0,0,0,0,0,0,0,13,790,0,0
1448,1934,monograph,345,153,115,1,0,0,0,0,0,153,153,153,153,153,51,101,101,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,2,3,2,153,153,0,2,3,2,14,32,101,0,101,0,1,1,1,1,158,120,1,0,0,0,0,0,0,154,158,0,158,154,51,147,147,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,7,2,0,0,0,2,3,2,14,32,147,0,147,0,1,1,1,1,345,345,0,0,0,201,0,317,201,71,0,0,0
1449,1934,other,21,19,6,7,0,0,0,0,0,19,19,19,19,19,13,18,18,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,19,19,2,2,2,2,4,12,18,0,18,0,0,0,0,0,19,6,7,0,0,0,0,0,0,19,19,0,19,19,13,19,19,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,2,2,2,2,4,12,19,0,19,0,0,0,0,0,21,21,0,0,0,18,0,18,18,9,0,0,0
1450,1934,proceedings-article,119,114,1,2,13,7,4,7,13,114,114,114,114,114,24,104,104,1,1,2,0,13,13,7,7,4,4,7,7,13,13,0,0,0,0,114,114,0,0,0,0,7,13,104,0,104,0,1,1,1,1,114,1,2,13,7,4,4,7,13,114,114,0,114,114,24,114,114,1,1,2,0,13,13,7,7,4,4,4,4,7,7,13,13,0,0,0,0,0,0,0,0,0,0,7,13,114,0,114,0,1,1,1,1,119,119,0,0,0,119,0,119,119,25,0,7,0
1451,1934,report,186,100,3,7,0,0,0,0,0,100,100,100,100,100,21,76,76,0,0,7,0,0,0,0,0,0,0,0,0,0,0,27,19,27,19,100,100,19,19,27,19,15,18,76,0,76,0,0,0,0,0,101,3,7,0,0,0,0,0,0,100,101,0,101,100,21,98,98,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,27,19,28,19,0,0,19,19,27,19,15,18,98,0,98,0,0,0,0,0,186,186,0,0,0,94,0,159,94,11,0,0,0
1452,1933,book,476,276,249,4,5,2,2,2,5,276,276,276,276,276,161,105,105,3,3,4,0,5,5,2,2,2,2,2,2,5,5,37,53,37,53,276,276,37,53,37,53,25,91,105,0,105,0,3,3,3,3,280,253,4,5,2,2,2,2,5,278,279,0,279,278,161,257,257,3,3,4,0,5,5,2,2,2,2,2,2,2,2,5,5,37,53,38,53,0,0,37,53,37,53,25,93,257,0,257,0,3,3,3,3,476,476,0,0,0,370,0,375,370,244,0,0,0
1453,1933,book-chapter,5132,1608,449,836,734,200,200,200,734,1608,1608,1608,1608,1608,234,440,440,300,300,836,0,734,734,200,200,200,200,200,200,734,734,491,488,491,488,1608,1608,485,488,491,488,88,168,440,0,440,0,11,13,300,300,1649,490,836,734,200,200,200,200,734,1636,1637,0,1637,1636,234,1212,1212,300,300,836,0,734,734,200,200,200,200,200,200,200,200,734,734,491,488,492,488,0,0,485,488,491,488,88,168,1212,0,1212,0,11,13,300,300,5132,5132,0,0,0,1901,0,1918,1901,280,0,714,0
1454,1933,dataset,25,4,0,0,0,0,0,0,0,4,4,4,4,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,3,0,3,0,0,0,0,0,5,1,0,0,0,0,0,0,0,5,5,0,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,25,25,0,0,0,22,0,22,22,6,0,0,0
1455,1933,journal-article,102712,58514,52261,12233,19391,7525,7173,7626,19391,58514,58514,58514,58514,58514,31314,46486,46486,12780,12780,10906,44,16089,16108,5923,6023,5636,5649,6010,6023,16089,16108,886,1861,886,1861,58514,58514,855,1861,886,1861,4833,16070,9060,9,9060,9,2562,2728,12780,12780,60157,53904,12237,19411,7547,7179,7290,7633,19411,59063,59076,167,59076,59063,31344,58488,58488,12779,12779,10904,44,16104,16123,5936,6028,5641,5654,5716,5729,6015,6028,16104,16123,887,1863,900,1863,167,167,856,1863,887,1863,4832,16090,12124,22935,12124,22935,2561,2727,12779,12779,102712,102712,2547,5963,5963,72187,0,72437,72187,31523,80144,15757,0
1456,1933,journal-issue,1019,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1019,1019,0,0,0,0,0,0,0,10,753,0,0
1457,1933,monograph,293,116,79,0,0,0,0,0,0,116,116,116,116,116,29,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,6,1,116,116,1,1,6,1,9,22,75,0,75,0,0,0,0,0,124,87,0,0,0,0,0,0,0,118,124,0,124,118,29,115,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,12,1,0,0,1,1,6,1,9,22,115,0,115,0,0,0,0,0,293,293,0,0,0,165,0,261,165,61,0,0,0
1458,1933,other,8,8,5,2,0,0,0,0,0,8,8,8,8,8,7,8,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,3,7,8,0,8,0,0,0,0,0,8,5,2,0,0,0,0,0,0,8,8,0,8,8,7,8,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,0,8,0,0,0,0,0,8,8,0,0,0,8,0,8,8,4,0,0,0
1459,1933,proceedings-article,68,68,0,1,7,2,1,2,7,68,68,68,68,68,11,51,51,0,0,1,0,7,7,2,2,1,1,2,2,7,7,0,0,0,0,68,68,0,0,0,0,4,6,51,0,51,0,0,0,0,0,68,0,1,7,2,1,1,2,7,68,68,0,68,68,11,66,66,0,0,1,0,7,7,2,2,1,1,1,1,2,2,7,7,0,0,0,0,0,0,0,0,0,0,4,6,66,0,66,0,0,0,0,0,68,68,0,0,0,68,0,68,68,10,0,4,0
1460,1933,report,225,104,2,7,0,0,0,0,0,104,104,104,104,104,27,76,76,1,1,7,0,0,0,0,0,0,0,0,0,0,0,39,38,39,38,104,104,31,38,39,38,15,25,76,0,76,0,1,1,1,1,107,2,7,0,0,0,0,0,0,104,107,0,107,104,27,104,104,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,39,38,42,38,0,0,31,38,39,38,15,25,104,0,104,0,1,1,1,1,225,225,0,0,0,79,0,168,79,18,0,0,0
1461,1932,book,653,412,376,0,5,3,3,3,5,412,412,412,412,412,253,139,139,3,3,0,0,5,5,3,3,3,3,3,3,5,5,54,83,54,83,412,412,54,83,54,83,28,113,139,0,139,0,3,3,3,3,425,389,0,5,3,3,3,3,5,425,425,0,425,425,252,384,384,3,3,0,0,5,5,3,3,3,3,3,3,3,3,5,5,54,83,54,83,0,0,54,83,54,83,27,115,384,0,384,0,3,3,3,3,653,653,0,0,0,521,0,528,521,357,0,0,0
1462,1932,book-chapter,8932,3079,1419,1571,1292,191,191,191,1292,3079,3079,3079,3079,3079,333,526,526,589,589,1571,0,1292,1292,191,191,191,191,191,191,1292,1292,493,843,493,843,3079,3079,487,843,493,843,147,235,526,0,526,0,30,45,589,589,3228,1568,1571,1292,191,191,191,191,1292,3144,3146,0,3146,3144,334,2315,2315,589,589,1571,0,1292,1292,191,191,191,191,191,191,191,191,1292,1292,493,843,495,843,0,0,487,843,493,843,147,235,2315,0,2315,0,30,45,589,589,8932,8932,0,0,0,4232,0,4271,4232,432,0,1291,0
