,published_year,type,num_objects,num_dois,num_non_dois,objects_has_type,dois_has_type,non_dois_has_type,objects_has_abstract,objects_has_affiliations,objects_has_affiliations_countrycode,objects_has_affiliations_ror,objects_has_affiliations_sourceid,objects_has_affiliations_string,objects_has_authors,objects_has_authors_orcid,objects_has_authors_sequence,objects_has_authors_sourceid,objects_has_authors_string,objects_has_citations,objects_has_fields,objects_has_fields_mag,objects_has_references,objects_has_venue,objects_has_venue_issn,objects_has_venue_issnl,objects_has_venue_sourceid,objects_has_venue_string,dois_has_abstract,dois_has_affiliations,dois_has_affiliations_countrycode,dois_has_affiliations_ror,dois_has_affiliations_sourceid,dois_has_affiliations_string,dois_has_authors,dois_has_authors_orcid,dois_has_authors_sequence,dois_has_authors_sourceid,dois_has_authors_string,dois_has_citations,dois_has_fields,dois_has_fields_mag,dois_has_references,dois_has_venue,dois_has_venue_issn,dois_has_venue_issnl,dois_has_venue_sourceid,dois_has_venue_string,non_dois_has_abstract,non_dois_has_affiliations,non_dois_has_affiliations_countrycode,non_dois_has_affiliations_ror,non_dois_has_affiliations_sourceid,non_dois_has_affiliations_string,non_dois_has_authors,non_dois_has_authors_orcid,non_dois_has_authors_sequence,non_dois_has_authors_sourceid,non_dois_has_authors_string,non_dois_has_citations,non_dois_has_fields,non_dois_has_fields_mag,non_dois_has_references,non_dois_has_venue,non_dois_has_venue_issn,non_dois_has_venue_issnl,non_dois_has_venue_sourceid,non_dois_has_venue_string
1023,1973.0,other,427,427,0,427,427,0,29,3,3,3,3,3,421,1,421,421,421,229,422,422,52,15,3,3,15,396,29,3,3,3,3,3,421,1,421,421,421,229,422,422,52,15,3,3,15,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1024,1973.0,posted-content,2136,195,1941,2136,195,1941,468,136,123,117,123,136,2136,128,2136,2136,2136,623,2099,2099,140,1630,475,643,1630,2136,66,9,7,5,7,9,195,9,195,195,195,74,194,194,16,159,11,68,159,195,402,127,116,112,116,127,1941,119,1941,1941,1941,549,1905,1905,124,1471,464,575,1471,1941
1025,1973.0,proceedings,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1026,1973.0,proceedings-article,5571,5059,512,5571,5059,512,2764,3277,2237,1949,2254,3277,5568,130,5568,5568,5568,2982,5532,5532,2397,163,46,46,163,5546,2604,3134,2119,1841,2133,3134,5056,111,5056,5056,5056,2735,5025,5025,2306,163,46,46,163,5034,160,143,118,108,121,143,512,19,512,512,512,247,507,507,91,0,0,0,0,512
1027,1973.0,report,4765,4763,2,4765,4763,2,1714,215,172,169,172,215,4678,47,4721,4721,4678,1550,4705,4705,362,304,22,37,304,821,1714,215,172,169,172,215,4676,47,4719,4719,4676,1550,4703,4703,362,304,22,37,304,821,0,0,0,0,0,0,2,0,2,2,2,0,2,2,0,0,0,0,0,0
1028,1972.0,,210235,5385,204850,0,0,0,29945,10960,6911,6468,6931,10960,210235,1218,210235,210235,210235,26661,140398,140398,8180,0,0,0,0,144227,577,1923,334,326,334,1923,5385,34,5385,5385,5385,748,3300,3300,324,0,0,0,0,3917,29368,9037,6577,6142,6597,9037,204850,1184,204850,204850,204850,25913,137098,137098,7856,0,0,0,0,140310
1029,1972.0,book,36690,1043,35647,36690,1043,35647,2276,576,457,450,459,576,36643,270,36650,36650,36643,20363,35624,35624,227,86,81,82,86,679,85,2,1,1,1,2,996,11,1003,1003,996,680,966,966,5,86,81,82,86,131,2191,574,456,449,458,574,35647,259,35647,35647,35647,19683,34658,34658,222,0,0,0,0,548
1030,1972.0,book-chapter,25120,24990,130,25120,24990,130,11734,11226,7798,7550,7822,11226,24286,451,24293,24293,24286,9345,22805,22805,10054,2295,1916,1995,2295,8109,11698,11224,7798,7550,7822,11224,24156,443,24163,24163,24156,9286,22682,22682,10049,2294,1915,1994,2294,8069,36,2,0,0,0,2,130,8,130,130,130,59,123,123,5,1,1,1,1,40
1031,1972.0,component,6,6,0,6,6,0,1,0,0,0,0,0,6,0,6,6,6,0,6,6,0,0,0,0,0,2,1,0,0,0,0,0,6,0,6,6,6,0,6,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1032,1972.0,dataset,136,134,2,136,134,2,2,1,1,1,1,1,119,3,131,131,119,14,135,135,0,0,0,0,0,67,1,1,1,1,1,1,117,3,129,129,117,14,133,133,0,0,0,0,0,66,1,0,0,0,0,0,2,0,2,2,2,0,2,2,0,0,0,0,0,1
1033,1972.0,dissertation,7902,1349,6553,7902,1349,6553,1278,221,186,185,186,221,7902,29,7902,7902,7902,1461,7697,7697,595,3,1,3,3,581,165,174,169,169,169,174,1349,8,1349,1349,1349,334,1235,1235,215,3,1,3,3,36,1113,47,17,16,17,47,6553,21,6553,6553,6553,1127,6462,6462,380,0,0,0,0,545
1034,1972.0,journal,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1035,1972.0,journal-article,499421,362724,136697,499421,362724,136697,186094,178040,130991,126068,131407,178040,497058,18673,497111,497111,497058,284026,493941,493941,192569,479458,369341,436041,479458,498349,177159,174658,128700,123837,129113,174658,360361,17145,360414,360414,360361,243581,358771,358771,189909,343044,316964,319740,343044,361695,8935,3382,2291,2231,2294,3382,136697,1528,136697,136697,136697,40445,135170,135170,2660,136414,52377,116301,136414,136654
1036,1972.0,journal-issue,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1037,1972.0,monograph,412,411,1,412,411,1,30,1,1,1,1,1,403,2,408,408,403,232,397,397,15,22,21,21,22,44,29,1,1,1,1,1,402,2,407,407,402,231,396,396,15,22,21,21,22,44,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
1038,1972.0,other,542,542,0,542,542,0,30,7,7,7,7,7,537,12,537,537,537,253,533,533,64,10,3,3,10,493,30,7,7,7,7,7,537,12,537,537,537,253,533,533,64,10,3,3,10,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1039,1972.0,posted-content,2171,164,2007,2171,164,2007,391,90,82,79,84,90,2171,146,2171,2171,2171,635,2132,2132,169,1619,558,700,1619,2170,51,1,1,1,1,1,164,5,164,164,164,65,163,163,14,138,1,58,138,164,340,89,81,78,83,89,2007,141,2007,2007,2007,570,1969,1969,155,1481,557,642,1481,2006
1040,1972.0,proceedings,4,3,1,4,3,1,1,1,1,1,1,1,3,0,3,3,3,1,4,4,1,0,0,0,0,1,1,1,1,1,1,1,2,0,2,2,2,1,3,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0
1041,1972.0,proceedings-article,5048,4725,323,5048,4725,323,2798,3256,2249,2023,2267,3256,5045,99,5045,5045,5045,2670,5015,5015,1849,538,162,170,538,5031,2669,3141,2154,1928,2172,3141,4722,94,4722,4722,4722,2536,4694,4694,1838,538,162,170,538,4708,129,115,95,95,95,115,323,5,323,323,323,134,321,321,11,0,0,0,0,323
1042,1972.0,reference-book,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1043,1972.0,report,4590,4586,4,4590,4586,4,935,219,185,181,186,219,4516,41,4547,4547,4516,1338,4535,4535,296,281,29,68,281,922,935,219,185,181,186,219,4512,41,4543,4543,4512,1338,4531,4531,296,281,29,68,281,922,0,0,0,0,0,0,4,0,4,4,4,0,4,4,0,0,0,0,0,0
1044,1971.0,,202515,5027,197488,0,0,0,24284,9457,5959,5597,6000,9457,202515,949,202515,202515,202515,25314,133647,133647,7139,0,0,0,0,142778,621,1834,453,433,453,1834,5027,29,5027,5027,5027,839,3280,3280,463,0,0,0,0,3763,23663,7623,5506,5164,5547,7623,197488,920,197488,197488,197488,24475,130367,130367,6676,0,0,0,0,139015
1045,1971.0,book,35458,958,34500,35458,958,34500,2230,540,465,453,465,540,35398,273,35404,35404,35398,19764,34466,34466,203,95,87,91,95,708,83,9,7,7,7,9,898,14,904,904,898,632,913,913,8,95,87,91,95,141,2147,531,458,446,458,531,34500,259,34500,34500,34500,19132,33553,33553,195,0,0,0,0,567
1046,1971.0,book-chapter,24479,24333,146,24479,24333,146,10551,9840,7068,6726,7091,9840,23824,426,23827,23827,23824,8837,22197,22197,9349,1871,1715,1784,1871,7915,10528,9838,7067,6725,7090,9838,23678,419,23681,23681,23678,8795,22073,22073,9346,1870,1715,1784,1870,7849,23,2,1,1,1,2,146,7,146,146,146,42,124,124,3,1,0,0,1,66
1047,1971.0,dataset,234,233,1,234,233,1,4,0,0,0,0,0,218,4,225,225,218,17,232,232,0,0,0,0,0,146,3,0,0,0,0,0,217,4,224,224,217,17,231,231,0,0,0,0,0,146,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0
1048,1971.0,dissertation,7454,1228,6226,7454,1228,6226,1145,267,219,218,219,267,7454,31,7454,7454,7454,1421,7282,7282,602,1,0,1,1,543,138,221,208,208,208,221,1228,7,1228,1228,1228,322,1138,1138,231,1,0,1,1,41,1007,46,11,10,11,46,6226,24,6226,6226,6226,1099,6144,6144,371,0,0,0,0,502
1049,1971.0,journal-article,478071,340450,137621,478071,340450,137621,172755,164311,120185,115616,120582,164311,475770,14758,475812,475812,475770,266967,472675,472675,175163,458995,346540,415135,458995,476995,164268,161256,118262,113742,118646,161256,338149,13488,338191,338191,338149,228061,336551,336551,172702,321640,294399,297179,321640,339434,8487,3055,1923,1874,1936,3055,137621,1270,137621,137621,137621,38906,136124,136124,2461,137355,52141,117956,137355,137561
1050,1971.0,monograph,443,441,2,443,441,2,26,7,5,4,5,7,429,4,433,433,429,243,426,426,13,21,19,19,21,48,26,7,5,4,5,7,427,4,431,431,427,243,424,424,13,21,19,19,21,48,0,0,0,0,0,0,2,0,2,2,2,0,2,2,0,0,0,0,0,0
1051,1971.0,other,417,417,0,417,417,0,22,5,4,4,4,5,415,5,415,415,415,213,413,413,44,12,1,1,12,383,22,5,4,4,4,5,415,5,415,415,415,213,413,413,44,12,1,1,12,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1052,1971.0,posted-content,1959,160,1799,1959,160,1799,356,70,61,59,61,70,1959,117,1959,1959,1959,484,1924,1924,132,1499,618,762,1499,1957,48,0,0,0,0,0,160,6,160,160,160,55,160,160,15,125,1,62,125,160,308,70,61,59,61,70,1799,111,1799,1799,1799,429,1764,1764,117,1374,617,700,1374,1797
1053,1971.0,proceedings,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1054,1971.0,proceedings-article,4556,3939,617,4556,3939,617,2066,2699,1840,1624,1854,2699,4553,60,4553,4553,4553,2325,4533,4533,1667,57,17,24,57,4544,1901,2601,1756,1540,1770,2601,3936,48,3936,3936,3936,2002,3917,3917,1607,57,17,24,57,3927,165,98,84,84,84,98,617,12,617,617,617,323,616,616,60,0,0,0,0,617
1055,1971.0,report,3867,3865,2,3867,3865,2,853,175,160,160,160,175,3740,32,3801,3801,3740,1164,3827,3827,205,180,18,57,180,935,853,175,160,160,160,175,3740,32,3801,3801,3740,1164,3825,3825,205,180,18,57,180,935,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1056,1971.0,report-series,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1057,1970.0,,244862,8458,236404,0,0,0,28911,11150,6974,6575,7040,11150,244862,2405,244862,244862,244862,30991,179481,179481,7480,0,0,0,0,181296,2966,2526,825,776,827,2526,8458,505,8458,8458,8458,1853,6684,6684,1112,0,0,0,0,7024,25945,8624,6149,5799,6213,8624,236404,1900,236404,236404,236404,29138,172797,172797,6368,0,0,0,0,174272
1058,1970.0,book,35767,1065,34702,35767,1065,34702,2002,482,410,401,410,482,35713,231,35720,35720,35713,19714,34785,34785,199,97,91,92,97,809,60,5,3,3,3,5,1011,14,1018,1018,1011,689,1000,1000,6,97,91,92,97,148,1942,477,407,398,407,477,34702,217,34702,34702,34702,19025,33785,33785,193,0,0,0,0,661
1059,1970.0,book-chapter,22144,21965,179,22144,21965,179,10293,9059,5900,5616,5914,9059,21409,323,21416,21416,21409,7785,19878,19878,7574,1845,1597,1763,1845,7218,10252,9046,5893,5609,5907,9046,21230,290,21237,21237,21230,7735,19711,19711,7565,1845,1597,1763,1845,7183,41,13,7,7,7,13,179,33,179,179,179,50,167,167,9,0,0,0,0,35
1060,1970.0,component,20,20,0,20,20,0,14,0,0,0,0,0,20,0,20,20,20,4,19,19,0,0,0,0,0,20,14,0,0,0,0,0,20,0,20,20,20,4,19,19,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1061,1970.0,dataset,131,129,2,131,129,2,9,3,0,0,0,3,115,6,122,122,115,10,128,128,0,0,0,0,0,60,8,3,0,0,0,3,114,6,121,121,114,10,126,126,0,0,0,0,0,60,1,0,0,0,0,0,1,0,1,1,1,0,2,2,0,0,0,0,0,0
1062,1970.0,dissertation,7395,1190,6205,7395,1190,6205,1096,239,200,200,201,239,7395,17,7395,7395,7395,1302,7196,7196,506,1,0,0,1,598,139,191,188,188,188,191,1190,5,1190,1190,1190,284,1074,1074,203,1,0,0,1,86,957,48,12,12,13,48,6205,12,6205,6205,6205,1018,6122,6122,303,0,0,0,0,512
1063,1970.0,journal,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1064,1970.0,journal-article,493682,351771,141911,493682,351771,141911,176099,163765,117235,112532,117710,163765,491443,17813,491484,491484,491443,264145,485831,485831,166199,461778,349937,418047,461778,492434,167984,160920,115342,110702,115813,160920,349532,16494,349573,349573,349532,222875,345520,345520,163696,320142,293303,296259,320142,350563,8115,2845,1893,1830,1897,2845,141911,1319,141911,141911,141911,41270,140311,140311,2503,141636,56634,121788,141636,141871
1065,1970.0,monograph,353,352,1,353,352,1,23,3,2,2,2,3,348,0,349,349,348,180,341,341,10,18,16,16,18,66,23,3,2,2,2,3,347,0,348,348,347,179,340,340,10,18,16,16,18,66,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
1066,1970.0,other,501,501,0,501,501,0,37,10,9,9,9,10,497,7,497,497,497,291,494,494,69,16,0,1,16,469,37,10,9,9,9,10,497,7,497,497,497,291,494,494,69,16,0,1,16,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1067,1970.0,posted-content,2185,330,1855,2185,330,1855,473,181,168,168,168,181,2185,174,2185,2185,2185,543,2110,2110,121,1664,593,748,1664,2182,169,118,112,112,112,118,330,112,330,330,330,87,297,297,22,274,1,61,274,330,304,63,56,56,56,63,1855,62,1855,1855,1855,456,1813,1813,99,1390,592,687,1390,1852
1068,1970.0,proceedings,6,6,0,6,6,0,0,0,0,0,0,0,2,0,2,2,2,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1069,1970.0,proceedings-article,4176,3937,239,4176,3937,239,1660,2231,1514,1297,1528,2231,4170,33,4170,4170,4170,2040,4139,4139,1284,54,12,22,54,4156,1553,2187,1473,1256,1487,2187,3931,32,3931,3931,3931,1946,3900,3900,1273,54,12,22,54,3917,107,44,41,41,41,44,239,1,239,239,239,94,239,239,11,0,0,0,0,239
1070,1970.0,reference-entry,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1071,1970.0,report,4468,4467,1,4468,4467,1,1494,196,165,163,165,196,4364,42,4402,4402,4364,1422,4417,4417,256,135,19,61,135,1493,1494,195,165,163,165,195,4363,42,4401,4401,4363,1422,4416,4416,256,135,19,61,135,1493,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0
1072,1969.0,,193200,4667,188533,0,0,0,20663,7523,4729,4481,4773,7523,193200,767,193200,193200,193200,23133,131595,131595,5879,0,0,0,0,138908,694,1471,361,351,361,1471,4667,25,4667,4667,4667,634,2997,2997,273,0,0,0,0,3274,19969,6052,4368,4130,4412,6052,188533,742,188533,188533,188533,22499,128598,128598,5606,0,0,0,0,135634
1073,1969.0,book,32213,926,31287,32213,926,31287,1681,399,346,338,346,399,32141,185,32144,32144,32141,17743,31278,31278,176,81,75,75,81,641,40,4,3,3,3,4,854,4,857,857,854,596,873,873,9,81,75,75,81,126,1641,395,343,335,343,395,31287,181,31287,31287,31287,17147,30405,30405,167,0,0,0,0,515
1074,1969.0,book-chapter,19455,19359,96,19455,19359,96,9011,8571,5372,4997,5430,8571,18558,185,18563,18563,18558,6571,17383,17383,7116,1601,1319,1480,1601,6379,8986,8568,5370,4995,5428,8568,18462,180,18467,18467,18462,6539,17290,17290,7114,1601,1319,1480,1601,6348,25,3,2,2,2,3,96,5,96,96,96,32,93,93,2,0,0,0,0,31
1075,1969.0,component,2,2,0,2,2,0,0,0,0,0,0,0,2,0,2,2,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,2,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1076,1969.0,dataset,161,160,1,161,160,1,5,1,1,1,1,1,153,0,153,153,153,6,159,159,0,0,0,0,0,70,4,1,1,1,1,1,152,0,152,152,152,6,158,158,0,0,0,0,0,70,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0
1077,1969.0,dissertation,6517,1168,5349,6517,1168,5349,1082,231,204,204,204,231,6517,22,6517,6517,6517,1190,6362,6362,531,1,1,1,1,578,168,201,193,193,193,201,1168,4,1168,1168,1168,309,1085,1085,227,1,1,1,1,53,914,30,11,11,11,30,5349,18,5349,5349,5349,881,5277,5277,304,0,0,0,0,525
1078,1969.0,journal-article,437776,305460,132316,437776,305460,132316,152800,148153,105587,101167,105998,148153,435474,11603,435504,435504,435474,244249,431621,431621,139989,411910,308326,372647,411910,436875,145914,145745,103988,99609,104397,145745,303158,10494,303188,303188,303158,208147,300841,300841,137864,279889,255598,257963,279889,304603,6886,2408,1599,1558,1601,2408,132316,1109,132316,132316,132316,36102,130780,130780,2125,132021,52728,114684,132021,132272
1079,1969.0,monograph,329,326,3,329,326,3,20,1,1,1,1,1,322,1,326,326,322,179,320,320,9,16,14,14,16,36,20,1,1,1,1,1,319,1,323,323,319,177,317,317,9,16,14,14,16,36,0,0,0,0,0,0,3,0,3,3,3,2,3,3,0,0,0,0,0,0
1080,1969.0,other,466,466,0,466,466,0,44,31,29,28,29,31,460,4,460,460,460,233,459,459,62,22,3,3,22,416,44,31,29,28,29,31,460,4,460,460,460,233,459,459,62,22,3,3,22,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1081,1969.0,posted-content,1567,143,1424,1567,143,1424,249,56,49,48,49,56,1567,37,1567,1567,1567,436,1533,1533,109,1226,538,662,1226,1556,29,0,0,0,0,0,143,2,143,143,143,35,143,143,8,115,2,44,115,142,220,56,49,48,49,56,1424,35,1424,1424,1424,401,1390,1390,101,1111,536,618,1111,1414
1082,1969.0,proceedings,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1083,1969.0,proceedings-article,3516,3179,337,3516,3179,337,1524,2281,1481,1290,1494,2281,3513,29,3513,3513,3513,1690,3500,3500,1356,51,8,10,51,3502,1394,2205,1421,1233,1434,2205,3176,24,3176,3176,3176,1542,3163,3163,1303,51,8,10,51,3165,130,76,60,57,60,76,337,5,337,337,337,148,337,337,53,0,0,0,0,337
1084,1969.0,report,3594,3590,4,3594,3590,4,1108,63,56,53,56,63,3496,10,3533,3533,3496,1141,3544,3544,193,142,9,34,142,580,1108,63,56,53,56,63,3495,10,3532,3532,3495,1141,3540,3540,193,142,9,34,142,580,0,0,0,0,0,0,1,0,1,1,1,0,4,4,0,0,0,0,0,0
1085,1969.0,report-series,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1086,1968.0,,176441,5101,171340,0,0,0,20194,7916,4971,4710,5023,7916,176441,501,176441,176441,176441,20690,120392,120392,5352,0,0,0,0,124393,968,1669,414,405,414,1669,5101,9,5101,5101,5101,680,3467,3467,263,0,0,0,0,3502,19226,6247,4557,4305,4609,6247,171340,492,171340,171340,171340,20010,116925,116925,5089,0,0,0,0,120891
1087,1968.0,book,29852,881,28971,29852,881,28971,1369,318,260,252,262,318,29810,138,29812,29812,29810,16144,28907,28907,161,84,80,80,84,670,35,3,3,3,3,3,839,4,841,841,839,571,812,812,7,84,80,80,84,125,1334,315,257,249,259,315,28971,134,28971,28971,28971,15573,28095,28095,154,0,0,0,0,545
1088,1968.0,book-chapter,21511,21444,67,21511,21444,67,8518,7785,4912,4655,4946,7785,20917,139,20922,20922,20917,6149,19382,19382,6284,1482,1135,1433,1482,6181,8500,7784,4912,4655,4946,7784,20850,136,20855,20855,20850,6125,19318,19318,6283,1482,1135,1433,1482,6163,18,1,0,0,0,1,67,3,67,67,67,24,64,64,1,0,0,0,0,18
1089,1968.0,component,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1090,1968.0,dataset,110,108,2,110,108,2,3,0,0,0,0,0,101,1,103,103,101,10,108,108,1,1,0,0,1,49,3,0,0,0,0,0,99,1,101,101,99,10,108,108,1,1,0,0,1,47,0,0,0,0,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0,2
1091,1968.0,dissertation,5852,940,4912,5852,940,4912,927,196,177,176,178,196,5852,11,5852,5852,5852,1006,5731,5731,410,2,0,0,2,569,122,166,163,162,163,166,940,2,940,940,940,263,909,909,174,2,0,0,2,36,805,30,14,14,15,30,4912,9,4912,4912,4912,743,4822,4822,236,0,0,0,0,533
1092,1968.0,journal-article,405160,278923,126237,405160,278923,126237,131825,135592,95716,91409,96107,135592,402840,7631,402865,402865,402840,223200,399710,399710,130031,387994,286366,351099,387994,404270,125976,133058,94219,89951,94604,133058,276603,6961,276628,276628,276603,191037,274859,274859,128302,262049,238871,241155,262049,278070,5849,2534,1497,1458,1503,2534,126237,670,126237,126237,126237,32163,124851,124851,1729,125945,47495,109944,125945,126200
1093,1968.0,monograph,341,337,4,341,337,4,17,3,2,2,2,3,326,0,333,333,326,162,330,330,4,24,22,22,24,40,13,3,2,2,2,3,322,0,329,329,322,162,326,326,4,24,22,22,24,40,4,0,0,0,0,0,4,0,4,4,4,0,4,4,0,0,0,0,0,0
1094,1968.0,other,490,490,0,490,490,0,38,33,25,25,25,33,488,6,488,488,488,251,486,486,56,35,1,1,35,451,38,33,25,25,25,33,488,6,488,488,488,251,486,486,56,35,1,1,35,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1095,1968.0,posted-content,1387,103,1284,1387,103,1284,163,57,46,45,46,57,1387,44,1387,1387,1387,220,1362,1362,20,1072,446,559,1072,1385,23,1,0,0,0,1,103,1,103,103,103,35,102,102,7,78,1,35,78,103,140,56,46,45,46,56,1284,43,1284,1284,1284,185,1260,1260,13,994,445,524,994,1282
1096,1968.0,proceedings,5,5,0,5,5,0,0,1,0,0,0,1,1,0,1,1,1,0,5,5,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1097,1968.0,proceedings-article,3134,2752,382,3134,2752,382,1282,1809,1195,984,1206,1809,3134,22,3134,3134,3134,1625,3113,3113,1195,26,5,5,26,3128,1214,1791,1180,969,1191,1791,2752,14,2752,2752,2752,1428,2732,2732,1188,26,5,5,26,2746,68,18,15,15,15,18,382,8,382,382,382,197,381,381,7,0,0,0,0,382
1098,1968.0,reference-book,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1099,1968.0,report,3456,3455,1,3456,3455,1,981,60,50,47,50,60,3366,13,3409,3409,3366,1083,3423,3423,165,177,15,27,177,639,981,60,50,47,50,60,3366,13,3409,3409,3366,1083,3422,3422,165,177,15,27,177,639,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1100,1967.0,,159430,4230,155200,0,0,0,18293,7354,4543,4284,4596,7354,159430,430,159430,159430,159430,20032,110925,110925,4752,0,0,0,0,111818,546,1428,303,299,303,1428,4230,8,4230,4230,4230,543,2642,2642,208,0,0,0,0,3107,17747,5926,4240,3985,4293,5926,155200,422,155200,155200,155200,19489,108283,108283,4544,0,0,0,0,108711
1101,1967.0,book,26464,850,25614,26464,850,25614,1138,281,232,228,232,281,26438,121,26442,26442,26438,13919,25600,25600,152,81,76,77,81,601,34,5,3,3,3,5,824,3,828,828,824,531,799,799,4,81,76,77,81,125,1104,276,229,225,229,276,25614,118,25614,25614,25614,13388,24801,24801,148,0,0,0,0,476
1102,1967.0,book-chapter,20205,20133,72,20205,20133,72,7424,7586,4629,4352,4644,7586,19558,124,19566,19566,19558,5521,18092,18092,5878,1564,1153,1219,1564,6406,7401,7583,4627,4350,4642,7583,19486,124,19494,19494,19486,5501,18026,18026,5873,1564,1153,1219,1564,6385,23,3,2,2,2,3,72,0,72,72,72,20,66,66,5,0,0,0,0,21
1103,1967.0,component,3,3,0,3,3,0,1,0,0,0,0,0,3,0,3,3,3,0,2,2,0,0,0,0,0,3,1,0,0,0,0,0,3,0,3,3,3,0,2,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
